Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Rehman, A., Hassan, M.F., Yew, K.H., Paputungan, I., Tran, D.C.","57213908019;55372860500;25825075900;24734216700;57220903146;","State-of-the-art IoV trust management a meta-synthesis systematic literature review (SLR)",2020,"PeerJ Computer Science","6",,,"1","38",,,"10.7717/peerj-cs.334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098942737&doi=10.7717%2fpeerj-cs.334&partnerID=40&md5=995cebaafcf750cf50981d6bb0cfdac2",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85098942737
"Sheikh, M.S., Liang, J., Wang, W.","57210818755;55549528500;37006077200;","Security and Privacy in Vehicular Ad Hoc Network and Vehicle Cloud Computing: A Survey",2020,"Wireless Communications and Mobile Computing","2020",,"5129620","","",,25,"10.1155/2020/5129620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078675503&doi=10.1155%2f2020%2f5129620&partnerID=40&md5=147f7ff8e19309a2419dca4ba35b889f",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85078675503
"Gautam, S.K., Om, H., Dixit, K.","56463601700;6603749812;57210785849;","Intrusion detection system in internet of things",2020,"Lecture Notes in Networks and Systems","82",,,"65","93",,1,"10.1007/978-981-13-9574-1_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071512717&doi=10.1007%2f978-981-13-9574-1_4&partnerID=40&md5=f874076cf7e9e1c8e614f9c8c9465c87",Book Chapter,"Final","",Scopus,2-s2.0-85071512717
"Ghaleb, F.A., Maarof, M.A., Zainal, A., Saleh Al-Rimy, B.A., Alsaeedi, A., Boulila, W.","55985339600;6507894298;6603913023;57200494876;57190300509;37088273900;","Ensemble-based hybrid context-aware misbehavior detection model for vehicular ad hoc network",2019,"Remote Sensing","11","23","2852","","",,4,"10.3390/rs11232852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076532469&doi=10.3390%2frs11232852&partnerID=40&md5=16c459a4f8d9c91479c28474fccdbf26",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85076532469
"Ghaleb, F.A., Aizaini Maarof, M., Zainal, A., Rassam, M.A., Saeed, F., Alsaedi, M.","55985339600;57211134648;6603913023;54956011900;54892561900;57192215779;","Context-aware data-centric misbehaviour detection scheme for vehicular ad hoc networks using sequential analysis of the temporal and spatial correlation of the consistency between the cooperative awareness messages",2019,"Vehicular Communications","20",,"100186","","",,13,"10.1016/j.vehcom.2019.100186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072754011&doi=10.1016%2fj.vehcom.2019.100186&partnerID=40&md5=0277fd257c235da838bd0631e85c4c3e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85072754011
"Dbouk, T., Mourad, A., Otrok, H., Tout, H., Talhi, C.","57193493257;9275987400;20436645500;55442989700;9275987500;","A Novel Ad-Hoc Mobile Edge Cloud Offering Security Services through Intelligent Resource-Aware Offloading",2019,"IEEE Transactions on Network and Service Management","16","4","8823954","1665","1680",,26,"10.1109/TNSM.2019.2939221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071855533&doi=10.1109%2fTNSM.2019.2939221&partnerID=40&md5=2100edb4e2bf1ee68d9877b78cde8026",Article,"Final","",Scopus,2-s2.0-85071855533
"Hatefi, S.M., Basiri, M.E., Tamošaitiene, J.","26632738600;24467579200;24399886400;","An evidential model for environmental risk assessment in projects using Dempster-Shafer theory of evidence",2019,"Sustainability (Switzerland)","11","22","6329","","",,9,"10.3390/su11226329","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075851853&doi=10.3390%2fsu11226329&partnerID=40&md5=abba7c21f5841b2c5ec418d175993159",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85075851853
"Garg, S., Kaur, K., Kaddoum, G., Gagnon, F., Kumar, N., Han, Z.","55601765300;56524077100;24587843100;7004919623;57206866080;55767186700;","Sec-IoV: A multi-stage anomaly detection scheme for internet of vehicles",2019,"Proceedings of the International Symposium on Mobile Ad Hoc Networking and Computing (MobiHoc)",,,,"37","42",,7,"10.1145/3331052.3332476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074167870&doi=10.1145%2f3331052.3332476&partnerID=40&md5=df9809ca47c266641bf25d4282808e4b",Conference Paper,"Final","",Scopus,2-s2.0-85074167870
"Juneja, K.","57188582145;","Probabilistic dempster shafer based communication behaviour analysis for attack safe communication in mobile network",2019,"Pertanika Journal of Science and Technology","27","3",,"1301","1316",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073474669&partnerID=40&md5=47e533dec4cd5d50e5dc0a8a16a64466",Article,"Final","",Scopus,2-s2.0-85073474669
"Xia, H., Zhang, S.-S., Li, Y., Pan, Z.-K., Peng, X., Cheng, X.-Z.","37012925800;57202688984;35770968700;7402644727;57191267092;7401754621;","An Attack-Resistant Trust Inference Model for Securing Routing in Vehicular Ad Hoc Networks",2019,"IEEE Transactions on Vehicular Technology","68","7","8725509","7108","7120",,27,"10.1109/TVT.2019.2919681","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069539543&doi=10.1109%2fTVT.2019.2919681&partnerID=40&md5=8883b5893eec6d00548a0758b7e266ca",Article,"Final","",Scopus,2-s2.0-85069539543
"Wang, J., He, N., Mei, F., Tian, D., Ge, Y.","55978424200;57205629719;26428840300;8656246600;57214520096;","Optimization and non-cooperative game of anonymity updating in vehicular networks",2019,"Ad Hoc Networks","88",,,"81","97",,3,"10.1016/j.adhoc.2019.01.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060862382&doi=10.1016%2fj.adhoc.2019.01.009&partnerID=40&md5=4acb4f5da57573c92c80894b71d0df07",Article,"Final","",Scopus,2-s2.0-85060862382
"Wang, S., Yao, N.","57193789414;36669830100;","A RSU-aided distributed trust framework for pseudonym-enabled privacy preservation in VANETs",2019,"Wireless Networks","25","3",,"1099","1115",,16,"10.1007/s11276-018-1681-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041554913&doi=10.1007%2fs11276-018-1681-8&partnerID=40&md5=01089b661623882899b8f04d3f4c2a5d",Article,"Final","",Scopus,2-s2.0-85041554913
"Arora, S.K., Sonika","56435336600;57215754864;","Performance analysis of various cryptographic techniques in VANET",2019,"Smart Computational Strategies: Theoretical and Practical Aspects",,,,"197","214",,,"10.1007/978-981-13-6295-8_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079579128&doi=10.1007%2f978-981-13-6295-8_17&partnerID=40&md5=b35f92651dc3e4f60c910f5d7617ac94",Book Chapter,"Final","",Scopus,2-s2.0-85079579128
"Lu, Z., Qu, G., Liu, Z.","56920962700;7102342937;8604152900;","A Survey on Recent Advances in Vehicular Network Security, Trust, and Privacy",2019,"IEEE Transactions on Intelligent Transportation Systems","20","2","8345196","760","776",,168,"10.1109/TITS.2018.2818888","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045734870&doi=10.1109%2fTITS.2018.2818888&partnerID=40&md5=5b8a6ffdc7fabeaa788e19da25ac0fdb",Review,"Final","",Scopus,2-s2.0-85045734870
"Sultana, S., Burra, M.S., Altaf, F., Maurya, C., Aditia, M.K., Maity, S.","57205650447;57205651061;57205649969;57205646500;57205642366;55211268400;","Detection of beacon transmission denial attack in its using temporal auto-correlation and random inspections",2019,"PervasiveHealth: Pervasive Computing Technologies for Healthcare",,,,"317","326",,1,"10.1145/3288599.3288616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060931026&doi=10.1145%2f3288599.3288616&partnerID=40&md5=6e9c0f358eeb7f7cfa0df4dcb7361b7c",Conference Paper,"Final","",Scopus,2-s2.0-85060931026
"Ghaleb, F.A., Aizaini Maarof, M., Zainal, A., Al-Rimy, B.A.S., Saeed, F., Al-Hadhrami, T.","55985339600;57211134648;6603913023;57200494876;54892561900;55243400100;","Hybrid and Multifaceted Context-Aware Misbehavior Detection Model for Vehicular Ad Hoc Network",2019,"IEEE Access","7",,"8888176","159119","159140",,9,"10.1109/ACCESS.2019.2950805","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076575056&doi=10.1109%2fACCESS.2019.2950805&partnerID=40&md5=9625d87a418324f6d5018d47eb010e20",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85076575056
"Khatoun, R., Begriche, Y., Khoukhi, L.","23982346700;35174133600;55978551900;","A statistical detection mechanism for node misbehaviours in wireless mesh networks",2019,"International Journal of Ad Hoc and Ubiquitous Computing","31","1",,"23","35",,1,"10.1504/IJAHUC.2019.099637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066091450&doi=10.1504%2fIJAHUC.2019.099637&partnerID=40&md5=57b45797629be73dfd24b134fdb7434c",Article,"Final","",Scopus,2-s2.0-85066091450
"Salman, M.F., Farzinvash, L.","57208845604;35185145300;","A hybrid algorithm for reliable and energy-efficient data gathering in wireless sensor networks",2019,"International Journal of Communication Networks and Information Security","11","1",,"167","174",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065538943&partnerID=40&md5=ba6ccc7d86f6673909518167199c1991",Article,"Final","",Scopus,2-s2.0-85065538943
"Amirat, H., Lagraa, N., Kerrach, C.A., Ouinten, Y.","57203372752;10241447900;57205650513;24725094600;","Fuzzy Clustering for Misbehaviour Detection in VANET",2018,"2018 International Conference on Smart Communications in Network Technologies, SaCoNeT 2018",,,"8585454","200","204",,3,"10.1109/SaCoNeT.2018.8585454","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060946529&doi=10.1109%2fSaCoNeT.2018.8585454&partnerID=40&md5=464adf53e23181d238fa2523dabb8169",Conference Paper,"Final","",Scopus,2-s2.0-85060946529
"Mathew, N., Uma, V.","57205444152;46662052000;","VANET security -Analysis and survey",2018,"2018 International Conference on Control, Power, Communication and Computing Technologies, ICCPCCT 2018",,,"8574224","100","106",,3,"10.1109/ICCPCCT.2018.8574224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060006983&doi=10.1109%2fICCPCCT.2018.8574224&partnerID=40&md5=4d7db7f13bbdcb923b17513225b52541",Conference Paper,"Final","",Scopus,2-s2.0-85060006983
"Yuan, H., Maple, C., Ghirardello, K.","56342747600;6603067743;57202455212;","Dynamic Route Selection for Vehicular Store-Carry-Forward Networks and Misbehaviour Vehicles Analysis",2018,"IEEE Vehicular Technology Conference","2018-August",,"8690703","","",,2,"10.1109/VTCFall.2018.8690703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064943844&doi=10.1109%2fVTCFall.2018.8690703&partnerID=40&md5=17ba8f48dd6f84f92651a304b1897910",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85064943844
"Sharma, S., Kaul, A.","57213924268;57200529936;","A survey on Intrusion Detection Systems and Honeypot based proactive security mechanisms in VANETs and VANET Cloud",2018,"Vehicular Communications","12",,,"138","164",,70,"10.1016/j.vehcom.2018.04.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046450858&doi=10.1016%2fj.vehcom.2018.04.005&partnerID=40&md5=f36560721a41caa907aea777f0b87c55",Review,"Final","",Scopus,2-s2.0-85046450858
"Chen, R., Peng, D.","57095230600;8969756700;","A novel NTRU-Based handover authentication scheme for wireless networks",2018,"IEEE Communications Letters","22","3",,"586","589",,8,"10.1109/LCOMM.2017.2786228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039771714&doi=10.1109%2fLCOMM.2017.2786228&partnerID=40&md5=ac62ce633aad8fede5d25280aab3e4b0",Article,"Final","",Scopus,2-s2.0-85039771714
"Zhang, C., Chen, K., Zeng, X., Xue, X.","57204243476;57204245219;57204240318;36931934200;","Misbehavior Detection Based on Support Vector Machine and Dempster-Shafer Theory of Evidence in VANETs",2018,"IEEE Access","6",,"8490839","59860","59870",,15,"10.1109/ACCESS.2018.2875678","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055039985&doi=10.1109%2fACCESS.2018.2875678&partnerID=40&md5=603e7bc08514f56f4781b6567e88779a",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85055039985
"Ghaleb, F.A., Zainal, A., Rassam, M.A., Saeed, F.","55985339600;6603913023;54956011900;54892561900;","Driving-situation-aware adaptive broadcasting rate scheme for vehicular ad hoc network",2018,"Journal of Intelligent and Fuzzy Systems","35","1",,"423","438",,7,"10.3233/JIFS-169600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051377434&doi=10.3233%2fJIFS-169600&partnerID=40&md5=45e8c289cffa4a480b1f4e7ac474deec",Article,"Final","",Scopus,2-s2.0-85051377434
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","Towards Trustworthy Multi-Cloud Services Communities: A Trust-Based Hedonic Coalitional Game",2018,"IEEE Transactions on Services Computing","11","1","7445255","184","201",,56,"10.1109/TSC.2016.2549019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042018726&doi=10.1109%2fTSC.2016.2549019&partnerID=40&md5=2f0a7adf7ffba904d17fea0ab18b3a68",Article,"Final","",Scopus,2-s2.0-85042018726
"Chopra, G., Kumar Jha, R., Jain, S.","57219599124;7101680116;57202523974;","A survey on ultra-dense network and emerging technologies: Security challenges and possible solutions",2017,"Journal of Network and Computer Applications","95",,,"54","78",,38,"10.1016/j.jnca.2017.07.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026526176&doi=10.1016%2fj.jnca.2017.07.007&partnerID=40&md5=4512dd0c95170625c03b9764498c2f7b",Review,"Final","",Scopus,2-s2.0-85026526176
"Patel, P., Jhaveri, R.","57198995204;55201717100;","A Honeypot Scheme to Detect Selfish Vehicles in Vehicular Ad-hoc Network",2017,"Lecture Notes in Networks and Systems","12",,,"389","401",,6,"10.1007/978-981-10-3935-5_40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046426851&doi=10.1007%2f978-981-10-3935-5_40&partnerID=40&md5=09ed3f17060d02ff66239b020e18490f",Book Chapter,"Final","",Scopus,2-s2.0-85046426851
"Li, X., Wang, J.","57210361228;57205765387;","A generous cooperative routing protocol for vehicle-to-vehicle networks",2016,"KSII Transactions on Internet and Information Systems","10","11",,"5322","5342",,4,"10.3837/tiis.2016.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006051884&doi=10.3837%2ftiis.2016.11.007&partnerID=40&md5=c9b7baab2e61d0d7b69b843d9c7974f1",Article,"Final","",Scopus,2-s2.0-85006051884
"Ho, Y.-H., Lin, C.-H., Chen, L.-J.","7402555057;35573829000;7409444549;","On-demand misbehavior detection for vehicular ad hoc network",2016,"International Journal of Distributed Sensor Networks","12","10",,"","",,2,"10.1177/1550147716673928","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994021884&doi=10.1177%2f1550147716673928&partnerID=40&md5=0f8feae48739f2ef663c6ffa781e1609",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-84994021884
"Baiad, R., Alhussein, O., Otrok, H., Muhaidat, S.","56405571600;55485697300;20436645500;57210769204;","Novel cross layer detection schemes to detect blackhole attack against QoS-OLSR protocol in VANET",2016,"Vehicular Communications","5",,,"9","17",,27,"10.1016/j.vehcom.2016.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987864009&doi=10.1016%2fj.vehcom.2016.09.001&partnerID=40&md5=dd76a69e038f7d58ac3c094d7f6ef96c",Article,"Final","",Scopus,2-s2.0-84987864009
"Oluoch, J.","55510271500;","A distributed reputation scheme for situation awareness in Vehicular Ad Hoc Networks (VANETs)",2016,"2016 IEEE International Multi-Disciplinary Conference on Cognitive Methods in Situation Awareness and Decision Support, CogSIMA 2016",,,"7497787","63","67",,14,"10.1109/COGSIMA.2016.7497787","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981318434&doi=10.1109%2fCOGSIMA.2016.7497787&partnerID=40&md5=b59ff365f35ffea3fcc0191cff95e7de",Conference Paper,"Final","",Scopus,2-s2.0-84981318434
"Wahab, O.A., Mourad, A., Otrok, H., Bentahar, J.","55798635800;9275987400;20436645500;8961304900;","CEAP: SVM-based intelligent detection model for clustered vehicular ad hoc networks",2016,"Expert Systems with Applications","50",,,"40","54",,64,"10.1016/j.eswa.2015.12.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953789989&doi=10.1016%2fj.eswa.2015.12.006&partnerID=40&md5=f7072e642a17f5a87b01b5c36e89a1ae",Article,"Final","",Scopus,2-s2.0-84953789989
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","A Stackelberg game for distributed formation of business-driven services communities",2016,"Expert Systems with Applications","45",,,"359","372",,26,"10.1016/j.eswa.2015.09.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946020229&doi=10.1016%2fj.eswa.2015.09.047&partnerID=40&md5=9ed583d81a2f2a6e3dad1d9dc35059d9",Article,"Final","",Scopus,2-s2.0-84946020229
"Patel, P.P., Jhaveri, R.H.","57198995204;55201717100;","Various schemes to detect selfishness in wireless ad-hoc networks: A survey",2016,"Proceedings of the 2015 International Conference on Green Computing and Internet of Things, ICGCIoT 2015",,,"7380587","881","886",,3,"10.1109/ICGCIoT.2015.7380587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966457667&doi=10.1109%2fICGCIoT.2015.7380587&partnerID=40&md5=50e16c0425458f970938ef21796aa770",Conference Paper,"Final","",Scopus,2-s2.0-84966457667
"Bataineh, A.S., Mizouni, R., El Barachi, M., Bentahar, J.","57189468771;8572417600;13408062900;8961304900;","Monetizing Personal Data: A Two-Sided Market Approach",2016,"Procedia Computer Science","83",,,"472","479",,20,"10.1016/j.procs.2016.04.211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971300512&doi=10.1016%2fj.procs.2016.04.211&partnerID=40&md5=28e1aeddc4cba7d167354db919c43571",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-84971300512
"El Khatib, A., Mourad, A., Otrok, H., Wahab, O.A., Bentahar, J.","57188691659;9275987400;20436645500;55798635800;8961304900;","A Cooperative Detection Model Based on Artificial Neural Network for VANET QoS-OLSR Protocol",2015,"2015 IEEE International Conference on Ubiquitous Wireless Broadband, ICUWB 2015",,,"7324400","","",,11,"10.1109/ICUWB.2015.7324400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962331496&doi=10.1109%2fICUWB.2015.7324400&partnerID=40&md5=6b67e429dc78da81b49370a8e06cbaac",Conference Paper,"Final","",Scopus,2-s2.0-84962331496
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","Misbehavior Detection Framework for Community-Based Cloud Computing",2015,"Proceedings - 2015 International Conference on Future Internet of Things and Cloud, FiCloud 2015 and 2015 International Conference on Open and Big Data, OBD 2015",,,"7300816","181","188",,5,"10.1109/FiCloud.2015.94","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959049230&doi=10.1109%2fFiCloud.2015.94&partnerID=40&md5=5216bb6251396b945c55b96d0e7c72eb",Conference Paper,"Final","",Scopus,2-s2.0-84959049230
"Saggi, M.K., Kaur, R.","56857496100;57209876639;","Isolation of Sybil attack in VANET using neighboring information",2015,"Souvenir of the 2015 IEEE International Advance Computing Conference, IACC 2015",,,"7154666","46","51",,11,"10.1109/IADCC.2015.7154666","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941955387&doi=10.1109%2fIADCC.2015.7154666&partnerID=40&md5=d7622ffee2086e90ebe54ff447e61190",Conference Paper,"Final","",Scopus,2-s2.0-84941955387
"Cervantes, C., Poplade, D., Nogueira, M., Santos, A.","56878665200;56879071800;35146526800;8988932400;","Detection of sinkhole attacks for supporting secure routing on 6LoWPAN for Internet of Things",2015,"Proceedings of the 2015 IFIP/IEEE International Symposium on Integrated Network Management, IM 2015",,,"7140344","606","611",,118,"10.1109/INM.2015.7140344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942645412&doi=10.1109%2fINM.2015.7140344&partnerID=40&md5=0a04d7f08ff62180355e2d4fe7a36081",Conference Paper,"Final","",Scopus,2-s2.0-84942645412
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","A survey on trust and reputation models for Web services: Single, composite, and communities",2015,"Decision Support Systems","74",,,"121","134",,92,"10.1016/j.dss.2015.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928939574&doi=10.1016%2fj.dss.2015.04.009&partnerID=40&md5=16447b23291f1cd1185e4fae6b420024",Article,"Final","",Scopus,2-s2.0-84928939574
