Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ngwangwa, H.M.","14018383800;","Calculation of road profiles by reversing the solution of the vertical ride dynamics forward problem",2020,"Cogent Engineering","7","1","1833819","","",,1,"10.1080/23311916.2020.1833819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092924357&doi=10.1080%2f23311916.2020.1833819&partnerID=40&md5=c4db4e7992b4b1e16ccd7598c6bdecd4",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85092924357
"Fu, Z., Fan, L., Sun, Y., Tian, Z.","57221034264;57189617752;57196258766;56937582900;","Density Adaptive Approach for Generating Road Network from GPS Trajectories",2020,"IEEE Access","8",,"9032166","51388","51399",,1,"10.1109/ACCESS.2020.2980174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082525475&doi=10.1109%2fACCESS.2020.2980174&partnerID=40&md5=85577f05552f9bb71fb288985c4eed05",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85082525475
"Ren, W., Tang, S.","57211330284;7403437106;","EGeoIndis: An effective and efficient location privacy protection framework in traffic density detection",2020,"Vehicular Communications","21",,"100187","","",,3,"10.1016/j.vehcom.2019.100187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073534227&doi=10.1016%2fj.vehcom.2019.100187&partnerID=40&md5=3186e9c04b021a95073cf281a8100d94",Article,"Final","",Scopus,2-s2.0-85073534227
"Huang, Y., Xiao, Z., Yu, X., Wang, D., Havyarimana, V., Bai, J.","57188880842;36912987800;36703647000;56918747400;36666310200;57193646200;","Road network construction with complex intersections based on sparsely sampled private car trajectory data",2019,"ACM Transactions on Knowledge Discovery from Data","13","3","35","","",,13,"10.1145/3326060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069457123&doi=10.1145%2f3326060&partnerID=40&md5=4f2b1d02339be5208f38bf4724e306f3",Article,"Final","",Scopus,2-s2.0-85069457123
"Priya, Pathak, I., Tripathi, A.","57205271989;56521208900;56973333800;","Big Data, Cloud and IoT: An Assimilation",2019,"Proceedings - 2018 2nd International Conference on Advances in Computing, Control and Communication Technology, IAC3T 2018",,,"8674024","34","40",,2,"10.1109/IAC3T.2018.8674024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064386453&doi=10.1109%2fIAC3T.2018.8674024&partnerID=40&md5=331a6727d4535d4bed4ca0e4fcf66d47",Conference Paper,"Final","",Scopus,2-s2.0-85064386453
"Vadhwani, D.N., Buch, S.","56131530100;56963640500;","A Novel Approach for the ITS Application to Prevent Accidents using Wireless Sensor Network, IoT and VANET",2019,"Proceedings of 2019 3rd IEEE International Conference on Electrical, Computer and Communication Technologies, ICECCT 2019",,,"8869157","","",,2,"10.1109/ICECCT.2019.8869157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074364541&doi=10.1109%2fICECCT.2019.8869157&partnerID=40&md5=a224a16690780bbf47c818e4205179bd",Conference Paper,"Final","",Scopus,2-s2.0-85074364541
"Rahman, S.A., Mourad, A., El Barachi, M.","57201798726;9275987400;13408062900;","An Infrastructure-Assisted Crowdsensing Approach for On-Demand Traffic Condition Estimation",2019,"IEEE Access","7",,"8895966","163323","163340",,5,"10.1109/ACCESS.2019.2953002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075785330&doi=10.1109%2fACCESS.2019.2953002&partnerID=40&md5=38f4dcc497dae40a2904801dcbc37297",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85075785330
"Yu, H., Liu, C., Liu, S., Ren, Y., Yang, C.","56555441900;57212922113;57257468500;57037561200;57209909402;","Sensing vehicle selection scheme based on road importance in vehicular crowdsensing",2019,"CICTP 2019: Transportation in China - Connecting the World - Proceedings of the 19th COTA International Conference of Transportation Professionals",,,,"2224","2235",,1,"10.1061/9780784482292.194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070250533&doi=10.1061%2f9780784482292.194&partnerID=40&md5=5e7be41a5cef213ea8dcd6cd034fd18a",Conference Paper,"Final","",Scopus,2-s2.0-85070250533
"Capponi, A., Fiandrino, C., Kantarci, B., Foschini, L., Kliazovich, D., Bouvry, P.","57193325611;56543615300;15062778500;7004212533;8726069400;6603233977;","A Survey on Mobile Crowdsensing Systems: Challenges, Solutions, and Opportunities",2019,"IEEE Communications Surveys and Tutorials","21","3","8703108","2419","2465",,130,"10.1109/COMST.2019.2914030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065393105&doi=10.1109%2fCOMST.2019.2914030&partnerID=40&md5=b0b4e19b138fbeb540228dfb1f1fdac0",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85065393105
"Gunasekaran, M., Gopalakrishnan, B., Manikantan, M.","57213036373;57197896794;55945508700;","EMDAI: An emergency message diffusion for accident information in vehicular ad hoc networks",2019,"International Journal of Recent Technology and Engineering","7","4",,"187","197",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060511108&partnerID=40&md5=922b4d36dd2b1e8dc4a92c0efaac10d6",Article,"Final","",Scopus,2-s2.0-85060511108
