Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Sheta, M.A., El Salam El Hadad, K.A., AboelseoudM, H., Zaki, M.","57078799200;57193067304;57193064336;7202243751;","Anti-spyware security design patterns",2016,"Proceedings - 2016 6th International Conference on Instrumentation and Measurement, Computer, Communication and Control, IMCCC 2016",,,"7774822","465","470",,5,"10.1109/IMCCC.2016.202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010423728&doi=10.1109%2fIMCCC.2016.202&partnerID=40&md5=b9bd8cb9a09d21544da827189566e5f1",Conference Paper,"Final","",Scopus,2-s2.0-85010423728
"Guan, H., Yang, H., Wang, J.","35423850200;35070638900;57206678076;","An ontology-based approach to security pattern selection",2016,"International Journal of Automation and Computing","13","2",,"168","182",,18,"10.1007/s11633-016-0950-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960367163&doi=10.1007%2fs11633-016-0950-1&partnerID=40&md5=11dcfdd570069c7d63c5d1cef35fb3c6",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84960367163
"Uzunov, A.V., Fernandez, E.B., Falkner, K.","55213100000;7402178980;7004182688;","Security solution frames and security patterns for authorization in distributed, collaborative systems",2015,"Computers and Security","55",,,"193","234",,12,"10.1016/j.cose.2015.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946551643&doi=10.1016%2fj.cose.2015.08.003&partnerID=40&md5=40613f046711c650f2fe033171a14ac5",Article,"Final","",Scopus,2-s2.0-84946551643
"Bunke, M.","36917797200;","Software-security patterns: Degree of maturity",2015,"ACM International Conference Proceeding Series","08-12-July-2015",,"a42","","",,4,"10.1145/2855321.2855364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982797791&doi=10.1145%2f2855321.2855364&partnerID=40&md5=12e71d08795c76592cacfb11bad5550d",Conference Paper,"Final","",Scopus,2-s2.0-84982797791
"Mouheb, D., Debbabi, M., Pourzandi, M., Wang, L., Nouh, M., Ziarati, R., Alhadidi, D., Talhi, C., Lima, V.","35248936000;57203104171;15066054500;35206654500;57207921670;37016915200;24477041800;9275987500;35248721600;","Aspect-oriented security hardening of UML design models",2015,"Aspect-Oriented Security Hardening of UML Design Models",,,,"1","237",,5,"10.1007/978-3-319-16106-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943807369&doi=10.1007%2f978-3-319-16106-8&partnerID=40&md5=b24141d04a0bbc3d329f7d3414567ac8",Book,"Final","",Scopus,2-s2.0-84943807369
"Bunke, M.","36917797200;","On the description of software security patterns",2014,"ACM International Conference Proceeding Series","09-13-July-2014",,"2721990","","",,1,"10.1145/2721956.2721990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955611353&doi=10.1145%2f2721956.2721990&partnerID=40&md5=637c6a004ac8accf05ead6bfa0cfb1a0",Conference Paper,"Final","",Scopus,2-s2.0-84955611353
"Rimba, P.","55902066700;","Building high assurance secure applications using security patterns for capability-based platforms",2013,"Proceedings - International Conference on Software Engineering",,,"6606727","1401","1404",,1,"10.1109/ICSE.2013.6606727","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886395263&doi=10.1109%2fICSE.2013.6606727&partnerID=40&md5=cdf0e5786ff8e04926bb440f70fe79f9",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84886395263
"Adebiyi, A., Arreymbi, J., Imafidon, C.","55270426900;35195267700;26422246300;","Matching attack patterns to security patterns using neural networks",2012,"11th European Conference on Information Warfare and Security 2012, ECIW 2012",,,,"9","17",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873207942&partnerID=40&md5=ae95723545de9b8b97ea7716a6d69c0f",Conference Paper,"Final","",Scopus,2-s2.0-84873207942
"Alvi, A.K., Zulkernine, M.","36337841200;6506457317;","A comparative study of software security pattern classifications",2012,"Proceedings - 2012 7th International Conference on Availability, Reliability and Security, ARES 2012",,,"6329234","582","589",,14,"10.1109/ARES.2012.43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869417454&doi=10.1109%2fARES.2012.43&partnerID=40&md5=8358d076593ccd28f71d0f7f04df28ed",Conference Paper,"Final","",Scopus,2-s2.0-84869417454
"Yskout, K., Scandariato, R., Joosen, W.","23478950900;23095243000;57202521929;","Does organizing security patterns focus architectural choices?",2012,"Proceedings - International Conference on Software Engineering",,,"6227155","617","627",,19,"10.1109/ICSE.2012.6227155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864204974&doi=10.1109%2fICSE.2012.6227155&partnerID=40&md5=82eada910c6b4329ce2c48d95aa64651",Conference Paper,"Final","",Scopus,2-s2.0-84864204974
"Uzunov, A.V., Fernandez, E.B., Falkner, K.","55213100000;7402178980;7004182688;","Securing distributed systems using patterns: A survey",2012,"Computers and Security","31","5",,"681","703",,35,"10.1016/j.cose.2012.04.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862283276&doi=10.1016%2fj.cose.2012.04.005&partnerID=40&md5=696d6ac3900e168295bb78d3f211c4c9",Article,"Final","",Scopus,2-s2.0-84862283276
"Alvi, A.K., Zulkernine, M.","36337841200;6506457317;","A natural classification scheme for software security patterns",2011,"Proceedings - IEEE 9th International Conference on Dependable, Autonomic and Secure Computing, DASC 2011",,,"6118361","113","120",,22,"10.1109/DASC.2011.42","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856107683&doi=10.1109%2fDASC.2011.42&partnerID=40&md5=5083965ceae920a4894c9feefc86a9e3",Conference Paper,"Final","",Scopus,2-s2.0-84856107683
