Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zhang, L., Wei, X., Huang, Y., Huang, H., Fu, X., Wang, R.","57208897556;57226321000;57205596048;57207104610;35078416400;55507341000;","GT-Bidding: Group Trust Model of P2P Network Based on Bidding",2021,"Security and Communication Networks","2021",,"8842181","","",,,"10.1155/2021/8842181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111131452&doi=10.1155%2f2021%2f8842181&partnerID=40&md5=91a9c915cc1e724dd46974e5cf1b84cb",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85111131452
"Huang, J.-J., Fan, C.-I., Hsu, Y.-C., Karati, A.","55887576900;7402656917;57222373531;56641761400;","A Fast Authentication Scheme for Cross-Network-Slicing Based on Multiple Operators in 5G Environments",2021,"Communications in Computer and Information Science","1364",,,"92","106",,,"10.1007/978-981-16-0422-5_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102526152&doi=10.1007%2f978-981-16-0422-5_7&partnerID=40&md5=4c59de1aaeccf2d00e0042653585f315",Conference Paper,"Final","",Scopus,2-s2.0-85102526152
"Yi, L., Fang, W., Zhang, W., Gao, W., Li, B.","57222318733;55276424700;36171327900;56421024800;55698667000;","Game-Based Trust in Complex Networks: Past, Present, and Future",2021,"Complexity","2021",,"6614941","","",,1,"10.1155/2021/6614941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102313296&doi=10.1155%2f2021%2f6614941&partnerID=40&md5=3ec3b4ddeb298069d76b86b79679c3ff",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85102313296
"Zhai, J.-L., Meng, F.","57218450293;57218450834;","Community Discovery Algorithm Based on Parallel Recommendation in Cloud Computing",2021,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","348",,,"192","201",,,"10.1007/978-3-030-67874-6_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101779861&doi=10.1007%2f978-3-030-67874-6_18&partnerID=40&md5=0cf6497f9f12e3d4fc37d30510e7c767",Conference Paper,"Final","",Scopus,2-s2.0-85101779861
"Sun, P.","57200148931;","A Trust Game Model of Service Cooperation in Cloud Computing",2021,"Journal of Network and Computer Applications","173",,"102864","","",,1,"10.1016/j.jnca.2020.102864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092922440&doi=10.1016%2fj.jnca.2020.102864&partnerID=40&md5=e2ee81bd19b110414981f43ccb4931d5",Article,"Final","",Scopus,2-s2.0-85092922440
"Dass, P., Misra, S., Roy, C.","57191277136;7401768547;54988406800;","T-Safe: Trustworthy Service Provisioning for IoT-Based Intelligent Transport Systems",2020,"IEEE Transactions on Vehicular Technology","69","9","9122444","9509","9517",,3,"10.1109/TVT.2020.3004047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094183418&doi=10.1109%2fTVT.2020.3004047&partnerID=40&md5=5848f8275b180e4b9dabda0eca4f617c",Article,"Final","",Scopus,2-s2.0-85094183418
"Arisdakessian, S., Wahab, O.A., Mourad, A., Otrok, H., Kara, N.","57218917207;55798635800;9275987400;20436645500;55394092400;","FoGMatch: An Intelligent Multi-Criteria IoT-Fog Scheduling Approach Using Game Theory",2020,"IEEE/ACM Transactions on Networking","28","4","9109632","1779","1789",,10,"10.1109/TNET.2020.2994015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090768645&doi=10.1109%2fTNET.2020.2994015&partnerID=40&md5=8c3920b37db687ffbc0d28aad5fd3cd5",Article,"Final","",Scopus,2-s2.0-85090768645
"Wahab, O.A., Cohen, R., Bentahar, J., Otrok, H., Mourad, A., Rjoub, G.","55798635800;7404158300;8961304900;20436645500;9275987400;57201696839;","An endorsement-based trust bootstrapping approach for newcomer cloud services",2020,"Information Sciences","527",,,"159","175",,8,"10.1016/j.ins.2020.03.102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082999402&doi=10.1016%2fj.ins.2020.03.102&partnerID=40&md5=68b4a84ac765928e259ed2bcdd8aabe5",Article,"Final","",Scopus,2-s2.0-85082999402
"Halabi, T., Bellaiche, M.","57192953420;25031178700;","Towards Security-Based Formation of Cloud Federations: A Game Theoretical Approach",2020,"IEEE Transactions on Cloud Computing","8","3","8327924","928","942",,5,"10.1109/TCC.2018.2820715","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044715791&doi=10.1109%2fTCC.2018.2820715&partnerID=40&md5=b5a1dbc64e823e48da03deb1cd232eb1",Article,"Final","",Scopus,2-s2.0-85044715791
"Drawel, N., Qu, H., Bentahar, J., Shakshuki, E.","57194723530;7101946499;8961304900;6603932000;","Specification and automatic verification of trust-based multi-agent systems",2020,"Future Generation Computer Systems","107",,,"1047","1060",,12,"10.1016/j.future.2018.01.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042011861&doi=10.1016%2fj.future.2018.01.040&partnerID=40&md5=d6e894902afd13298bde01bc7c054f73",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85042011861
"Zhong, C., Yang, H., Liu, Z., Wu, J.","57191194197;55278323800;7406673541;57215933702;","Stability of replicator dynamics with bounded continuously distributed time delay",2020,"Mathematics","8","3","431","","",,6,"10.3390/math8030431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082425996&doi=10.3390%2fmath8030431&partnerID=40&md5=df8d8e8eebac2eb2291f6cbae2c6f5be",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85082425996
"Wang, T., Luo, H., Jia, W., Liu, A., Xie, M.","55866537800;57209271831;26643193700;55925848400;55616785300;","MTES: An Intelligent Trust Evaluation Scheme in Sensor-Cloud-Enabled Industrial Internet of Things",2020,"IEEE Transactions on Industrial Informatics","16","3","8769947","2054","2062",,87,"10.1109/TII.2019.2930286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078411095&doi=10.1109%2fTII.2019.2930286&partnerID=40&md5=d12f4675d3fc1769fa603ee1abbef7c4",Article,"Final","",Scopus,2-s2.0-85078411095
"Khosrowshahi-Asl, E., Bentahar, J., Estrada, R., Otrok, H., Mizouni, R., Khosravifar, B.","22733512200;8961304900;55548968500;20436645500;8572417600;24314533400;","Dynamic formation of service communities in the cloud under distribution and incomplete information settings",2020,"Concurrency and Computation: Practice and Experience","32","1","e4338","","",,1,"10.1002/cpe.4338","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065760186&doi=10.1002%2fcpe.4338&partnerID=40&md5=40c246917f79ffc59ed66609cd5ed48d",Conference Paper,"Final","",Scopus,2-s2.0-85065760186
"Drawel, N., Bentahar, J., Laarej, A., Rjoub, G.","57194723530;8961304900;57009143900;57201696839;","Formalizing group and propagated trust in multi-agent systems",2020,"IJCAI International Joint Conference on Artificial Intelligence","2021-January",,,"60","66",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097341536&partnerID=40&md5=a2172f99ef78050d9ca053bd925775f5",Conference Paper,"Final","",Scopus,2-s2.0-85097341536
"Xu, Q., Su, Z., Lu, R.","56236934000;56237795400;57191090555;","Game Theory and Reinforcement Learning Based Secure Edge Caching in Mobile Social Networks",2020,"IEEE Transactions on Information Forensics and Security","15",,"9036917","3415","3429",,18,"10.1109/TIFS.2020.2980823","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081561783&doi=10.1109%2fTIFS.2020.2980823&partnerID=40&md5=f222a19961543c7cd3a625ef56d29523",Article,"Final","",Scopus,2-s2.0-85081561783
"Kaid, H., Al-Ahmari, A., Li, Z., Davidrajuh, R.","56685919300;6603483674;55588010000;15761952700;","Single controller-based colored petri nets for deadlock control in automated manufacturing systems",2020,"Processes","8","1","21","","",,12,"10.3390/pr8010021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079052527&doi=10.3390%2fpr8010021&partnerID=40&md5=718943e57a2bd2df3570602962c2d9d6",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85079052527
"Huang, L., Jia, G., Fang, W., Chen, W., Zhang, W.","57207779368;56031188800;55276424700;57171121800;36171327900;","Towards security joint trust and game theory for maximizing utility: Challenges and countermeasures",2020,"Sensors (Switzerland)","20","1","221","","",,1,"10.3390/s20010221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077503789&doi=10.3390%2fs20010221&partnerID=40&md5=3dfa1238aa38b7800c3373e8bdc1ae8f",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85077503789
"Anisetti, M., Ardagna, C.A., Damiani, E., Gaudenzi, F.","13610637800;6507064597;57195375517;55904031700;","A Semi-Automatic and Trustworthy Scheme for Continuous Cloud Service Certification",2020,"IEEE Transactions on Services Computing","13","1","7831357","30","43",,21,"10.1109/TSC.2017.2657505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072756651&doi=10.1109%2fTSC.2017.2657505&partnerID=40&md5=097068ab3a774b8ff6361a10c7bd9e55",Article,"Final","",Scopus,2-s2.0-85072756651
"Taghavi, M., Bentahar, J., Otrok, H.","45662087400;8961304900;20436645500;","Two-stage game theoretical framework for IaaS market share dynamics",2020,"Future Generation Computer Systems","102",,,"173","189",,8,"10.1016/j.future.2019.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070394209&doi=10.1016%2fj.future.2019.08.003&partnerID=40&md5=bcd13eed182edefd8c80e2df82d13d4d",Article,"Final","",Scopus,2-s2.0-85070394209
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","Optimal Load Distribution for the Detection of VM-Based DDoS Attacks in the Cloud",2020,"IEEE Transactions on Services Computing","13","1","7902208","114","129",,42,"10.1109/TSC.2017.2694426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054704295&doi=10.1109%2fTSC.2017.2694426&partnerID=40&md5=ac396dc103d7e693e2cf6e0da8533d59",Article,"Final","",Scopus,2-s2.0-85054704295
"Abusitta, A., Bellaiche, M., Dagenais, M.","22933740900;25031178700;7102288193;","Multi-cloud cooperative intrusion detection system: trust and fairness assurance",2019,"Annales des Telecommunications/Annals of Telecommunications","74","9-10",,"637","653",,2,"10.1007/s12243-019-00724-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069496933&doi=10.1007%2fs12243-019-00724-8&partnerID=40&md5=1229ada8d6aa94c3c9209f125fc3240f",Article,"Final","",Scopus,2-s2.0-85069496933
"Xu, J., Du, X., Cai, W., Zhu, C., Chen, Y.","56242847200;57207771872;36160877200;57193757531;35147599300;","MeureP: A novel user reputation calculation approach in personalized cloud services",2019,"PLoS ONE","14","6","e0217933","","",,3,"10.1371/journal.pone.0217933","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067627768&doi=10.1371%2fjournal.pone.0217933&partnerID=40&md5=c67ac7fc4e2368ae57693e09a4ddb70c",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85067627768
"Halabi, T., Zulkernine, M.","57192953420;6506457317;","Trust-Based Cooperative Game Model for Secure Collaboration in the Internet of Vehicles",2019,"IEEE International Conference on Communications","2019-May",,"8762069","","",,13,"10.1109/ICC.2019.8762069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070230607&doi=10.1109%2fICC.2019.8762069&partnerID=40&md5=ea8b15d78cf607b302fcae0b77433c57",Conference Paper,"Final","",Scopus,2-s2.0-85070230607
"Ray, B.K., Saha, A., Khatua, S., Roy, S.","56135767300;57202010975;36675235100;55362070500;","Toward maximization of profit and quality of cloud federation: solution to cloud federation formation problem",2019,"Journal of Supercomputing","75","2",,"885","929",,6,"10.1007/s11227-018-2620-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053867924&doi=10.1007%2fs11227-018-2620-2&partnerID=40&md5=2c71572583159135379c3f9b27fdac40",Article,"Final","",Scopus,2-s2.0-85053867924
"Ahmed, U., Raza, I., Hussain, S.A.","36682066000;23052267300;55747386900;","Trust evaluation in cross-cloud federation: Survey and requirement analysis",2019,"ACM Computing Surveys","52","1","19","","",,11,"10.1145/3292499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062410754&doi=10.1145%2f3292499&partnerID=40&md5=24cef12f50085d40b045cf9f1364db99",Review,"Final","",Scopus,2-s2.0-85062410754
"Goyal, P., Sahoo, A.K., Sharma, T.K.","57211889865;57219485670;57222222494;","Internet of things: Architecture and enabling technologies",2019,"Materials Today: Proceedings","34",,,"719","735",,2,"10.1016/j.matpr.2020.04.678","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101943212&doi=10.1016%2fj.matpr.2020.04.678&partnerID=40&md5=578082130a80b765d965b89ee94a0bc6",Conference Paper,"Final","",Scopus,2-s2.0-85101943212
"Udhayakumar, S., Latha, T.","57190392554;24462571600;","Trustworthy Cloud Federation Through Cooperative Game Using QoS Assessment",2019,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11941 LNCS",,,"30","37",,1,"10.1007/978-3-030-34869-4_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076688896&doi=10.1007%2f978-3-030-34869-4_4&partnerID=40&md5=96da23ac641b4482a307cfa7289f6288",Conference Paper,"Final","",Scopus,2-s2.0-85076688896
"Moghaddam, M.M., Manshaei, M.H., Saad, W., Goudarzi, M.","57038136900;6508338787;57203259001;6602930658;","On data center demand response: A cloud federation approach",2019,"IEEE Access","7",,"2928552","101829","101843",,6,"10.1109/ACCESS.2019.2928552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072964451&doi=10.1109%2fACCESS.2019.2928552&partnerID=40&md5=3f1967215a1a2c6dc9357ec43c0d3ec9",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85072964451
"Li, W., Cao, J., Hu, K., Xu, J., Buyya, R.","56321292600;57218980017;57198404298;57164960100;57194845546;","A Trust-Based Agent Learning Model for Service Composition in Mobile Cloud Computing Environments",2019,"IEEE Access","7",,"8664162","34207","34226",,14,"10.1109/ACCESS.2019.2904081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063797072&doi=10.1109%2fACCESS.2019.2904081&partnerID=40&md5=3a622bf57dedf2c56a95e167b607b0e8",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85063797072
"Hammoud, A., Otrok, H., Mourad, A., Wahab, O.A., Bentahar, J.","57196650892;20436645500;9275987400;55798635800;8961304900;","On the Detection of Passive Malicious Providers in Cloud Federations",2019,"IEEE Communications Letters","23","1","8515222","64","67",,9,"10.1109/LCOMM.2018.2878714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055866112&doi=10.1109%2fLCOMM.2018.2878714&partnerID=40&md5=adf5dcdd7fced631c4fcfebcb00fc149",Article,"Final","",Scopus,2-s2.0-85055866112
"Ray, B.K., Saha, A., Roy, S.","56135767300;57202010975;55362070500;","Migration cost and profit oriented cloud federation formation: hedonic coalition game based approach",2018,"Cluster Computing","21","4",,"1981","1999",,8,"10.1007/s10586-018-2837-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052613265&doi=10.1007%2fs10586-018-2837-0&partnerID=40&md5=58c171518c33b967a905c8cc145440ac",Article,"Final","",Scopus,2-s2.0-85052613265
"Abusitta, A., Bellaiche, M., Dagenais, M.","22933740900;25031178700;7102288193;","On trustworthy federated clouds: A coalitional game approach",2018,"Computer Networks","145",,,"52","63",,2,"10.1016/j.comnet.2018.08.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052995199&doi=10.1016%2fj.comnet.2018.08.009&partnerID=40&md5=29b0276932eb8b999396cef9161a15ea",Article,"Final","",Scopus,2-s2.0-85052995199
"Qu, D., Wang, X., Huang, M., Li, K., Das, S.K., Wu, S.","23390096200;54924910100;8652589000;7404989623;35479684000;57203139765;","A cache-aware social-based QoS routing scheme in Information Centric Networks",2018,"Journal of Network and Computer Applications","121",,,"20","32",,6,"10.1016/j.jnca.2018.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050663532&doi=10.1016%2fj.jnca.2018.07.002&partnerID=40&md5=9e9ff68a1b01421af4c467e19913e23c",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85050663532
"Ardagna, C.A., Damiani, E., Krotsiani, M., Kloukinas, C., Spanoudakis, G.","6507064597;57195375517;56039868000;55913575000;6602852975;","Big data assurance evaluation: An sla-based approach",2018,"Proceedings - 2018 IEEE International Conference on Services Computing, SCC 2018 - Part of the 2018 IEEE World Congress on Services",,,"8456439","299","303",,,"10.1109/SCC.2018.00053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054002110&doi=10.1109%2fSCC.2018.00053&partnerID=40&md5=91548d44483589bbd32a7f436414e1df",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85054002110
"Bellaiche, M., Abusitta, A., Halabi, T.","25031178700;22933740900;57192953420;","A cooperative game for online cloud federation formation based on security risk assessment",2018,"Proceedings - 5th IEEE International Conference on Cyber Security and Cloud Computing and 4th IEEE International Conference on Edge Computing and Scalable Cloud, CSCloud/EdgeCom 2018",,,"8421856","83","88",,4,"10.1109/CSCloud/EdgeCom.2018.00023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051523553&doi=10.1109%2fCSCloud%2fEdgeCom.2018.00023&partnerID=40&md5=1f4f3a313912a435af452e05ad7c6aaf",Conference Paper,"Final","",Scopus,2-s2.0-85051523553
"Ray, B.K., Ghosh, O., Bhattacherjee, S., Roy, S., Khatua, S.","56135767300;57208885916;55372845300;55362070500;36675235100;","OCPDA: A novel approach towards detection of overloaded cloud providers in a federated environment",2018,"International Symposium on Advanced Networks and Telecommunication Systems, ANTS","2018-December",,"8710148","","",,,"10.1109/ANTS.2018.8710148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066019920&doi=10.1109%2fANTS.2018.8710148&partnerID=40&md5=cd53cec71000a443af4ec2b7eea7dc6b",Conference Paper,"Final","",Scopus,2-s2.0-85066019920
"Abdelhakam, M.M., Elmesalawy, M.M., Mahmoud, K.R., Ibrahim, I.I.","57200532580;56015564300;14031747200;55636320418;","A cooperation strategy based on bargaining game for fair user-centric clustering in cloud-RAN",2018,"IEEE Communications Letters","22","7",,"1454","1457",,8,"10.1109/LCOMM.2018.2824320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045218765&doi=10.1109%2fLCOMM.2018.2824320&partnerID=40&md5=ebc10fa57b1f158939f6470b137415a0",Article,"Final","",Scopus,2-s2.0-85045218765
"Abusitta, A., Bellaiche, M., Dagenais, M.","22933740900;25031178700;7102288193;","A trust-based game theoretical model for cooperative intrusion detection in multi-cloud environments",2018,"21st Conference on Innovation in Clouds, Internet and Networks, ICIN 2018",,,,"1","8",,9,"10.1109/ICIN.2018.8401625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050178871&doi=10.1109%2fICIN.2018.8401625&partnerID=40&md5=651cfad158ba252a4f07760df5ade1bf",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85050178871
"Zeng, Y., Qiu, M., Ming, Z., Liu, M.","57217432369;57216130886;25960236300;26643265600;","Senior2Local: A machine learning based intrusion detection method for VANETs",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11344 LNCS",,,"417","426",,14,"10.1007/978-3-030-05755-8_41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058548994&doi=10.1007%2f978-3-030-05755-8_41&partnerID=40&md5=c73d3f55f27d94142905b129a347a2c1",Conference Paper,"Final","",Scopus,2-s2.0-85058548994
"Zhang, T.","55547107331;","Data Offloading in Mobile Edge Computing: A Coalition and Pricing Based Approach",2017,"IEEE Access","6",,,"2760","2767",,38,"10.1109/ACCESS.2017.2785265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039782023&doi=10.1109%2fACCESS.2017.2785265&partnerID=40&md5=a2a907d2b66bc57647491c6f5ab50712",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85039782023
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","I Know You Are Watching Me: Stackelberg-Based Adaptive Intrusion Detection Strategy for Insider Attacks in the Cloud",2017,"Proceedings - 2017 IEEE 24th International Conference on Web Services, ICWS 2017",,,"8029829","728","735",,6,"10.1109/ICWS.2017.88","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032337826&doi=10.1109%2fICWS.2017.88&partnerID=40&md5=e0d2aebeca3125e54abf22f4b4584279",Conference Paper,"Final","",Scopus,2-s2.0-85032337826
"Ray, B.K., Middya, A.I., Roy, S., Khatua, S.","56135767300;57193557957;55362070500;36675235100;","Multi-criteria based federation selection in cloud",2017,"2017 9th International Conference on Communication Systems and Networks, COMSNETS 2017",,,"7945375","182","189",,3,"10.1109/COMSNETS.2017.7945375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021864337&doi=10.1109%2fCOMSNETS.2017.7945375&partnerID=40&md5=8624f297551b16a5868469a7abbe544c",Conference Paper,"Final","",Scopus,2-s2.0-85021864337
"Labbaci, H., Medjahed, B., Aklouf, Y.","57191377886;22433472500;15073806200;","Learning interactions from web service logs",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10439 LNCS",,,"275","289",,4,"10.1007/978-3-319-64471-4_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028450507&doi=10.1007%2f978-3-319-64471-4_22&partnerID=40&md5=ec31bb4840154ab5d569abd542bb3af5",Conference Paper,"Final","",Scopus,2-s2.0-85028450507
"Drawel, N., Bentahar, J., Shakshuki, E.","57194723530;8961304900;6603932000;","Reasoning about Trust and Time in a System of Agents",2017,"Procedia Computer Science","109",,,"632","639",,7,"10.1016/j.procs.2017.05.369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021797398&doi=10.1016%2fj.procs.2017.05.369&partnerID=40&md5=7d7b0a2a507f7167635c7871cb2c6a49",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85021797398
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","How to distribute the detection load among virtual machines to maximize the detection of distributed attacks in the cloud?",2016,"Proceedings - 2016 IEEE International Conference on Services Computing, SCC 2016",,,"7557468","316","323",,9,"10.1109/SCC.2016.48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989829639&doi=10.1109%2fSCC.2016.48&partnerID=40&md5=129a56e0e2c27a9960879089e580e0ec",Conference Paper,"Final","",Scopus,2-s2.0-84989829639
"Deng, Z., Chen, L., He, T., Meng, T.","55449489200;57022556200;56924374700;56924654600;","A reliability calculation method for web service composition using fuzzy reasoning colored petri nets and its application on supercomputing cloud platform",2016,"Future Internet","8","4","47","","",,5,"10.3390/fi8040047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007331274&doi=10.3390%2ffi8040047&partnerID=40&md5=e5130428fb3ccc273d21f4780bc336cf",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85007331274
