Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Hallappanavar, V.L., Bulla, C.M., Birje, M.N.","57194003218;48460893900;14631504500;","ANN Based Estimation of Reputation of Newcomer Web Services in Fog Computing",2021,"2021 International Conference on Computer Communication and Informatics, ICCCI 2021",,,"9402656","","",,,"10.1109/ICCCI50826.2021.9402656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104984465&doi=10.1109%2fICCCI50826.2021.9402656&partnerID=40&md5=6d8c4362eaae78da7b6e078b80d31d4b",Conference Paper,"Final","",Scopus,2-s2.0-85104984465
"Sellami, C., Baron, M., Bechchi, M., Hadjali, A., Jean, S., Chabot, D.","57207104566;56366492700;26428649900;6506019648;15136037000;57226312944;","Towards a Unified Framework for Computational Trust and Reputation Models for e-Commerce Applications",2021,"Lecture Notes in Business Information Processing","415 LNBIP",,,"616","622",,1,"10.1007/978-3-030-75018-3_44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111168356&doi=10.1007%2f978-3-030-75018-3_44&partnerID=40&md5=4e234db52003d4b8ca9c9e6ddd94e2be",Conference Paper,"Final","",Scopus,2-s2.0-85111168356
"Shakeri Aski, B., Toroghi Haghighat, A., Mohsenzadeh, M.","57223124559;9332411900;26435355100;","Evaluating single web service trust employing a three-level neuro-fuzzy system considering k-means clustering",2021,"Journal of Intelligent and Fuzzy Systems","40","5",,"9143","9157",,,"10.3233/JIFS-201560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105003833&doi=10.3233%2fJIFS-201560&partnerID=40&md5=2785015d73c6c1e5dbbbf84f2b12cbb7",Article,"Final","",Scopus,2-s2.0-85105003833
"El Kafhali, S., El Mir, I., Hanini, M.","55505648000;57193495258;55204392000;","Security Threats, Defense Mechanisms, Challenges, and Future Directions in Cloud Computing",2021,"Archives of Computational Methods in Engineering",,,,"","",,1,"10.1007/s11831-021-09573-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103879404&doi=10.1007%2fs11831-021-09573-y&partnerID=40&md5=83328cdd777bc63c9227ee1113a992be",Article,"Article in Press","",Scopus,2-s2.0-85103879404
"Talib, M.N., Akhtar, M., Jhanjhi, N.Z., Suseendran, G.","57224719094;57221608081;36088700700;56910235600;","Trust framework for online products and services using grain level comparison: A solution to boot-strapping problem",2020,"IOP Conference Series: Materials Science and Engineering","993","1","012115","","",,,"10.1088/1757-899X/993/1/012115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099598729&doi=10.1088%2f1757-899X%2f993%2f1%2f012115&partnerID=40&md5=752359aa98d3c47fa2358d37e8f85124",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85099598729
"Labbaci, H., Medjahed, B., Aklouf, Y.","57191377886;22433472500;15073806200;","A social network approach for recommending interoperable Web services",2020,"Distributed and Parallel Databases","38","4",,"927","961",,,"10.1007/s10619-020-07308-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089516726&doi=10.1007%2fs10619-020-07308-9&partnerID=40&md5=16c5a332d0151db083c764b24bdd6b04",Article,"Final","",Scopus,2-s2.0-85089516726
"Gu, K., Tang, L., Jiang, J., Jia, W.","37013501300;57217281428;57217278440;26643193700;","Resource Allocation Scheme for Community-Based Fog Computing Based on Reputation Mechanism",2020,"IEEE Transactions on Computational Social Systems","7","5","9138486","1246","1263",,,"10.1109/TCSS.2020.3005761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089293765&doi=10.1109%2fTCSS.2020.3005761&partnerID=40&md5=869ebf9bfcab8c6a7d921222cf84a54f",Article,"Final","",Scopus,2-s2.0-85089293765
"Wang, J., Jing, X., Yan, Z., Fu, Y., Pedrycz, W., Yang, L.T.","57219626491;57192208722;56517487500;57190983692;57210775415;57203323020;","A Survey on Trust Evaluation Based on Machine Learning",2020,"ACM Computing Surveys","53","5","3408292","","",,9,"10.1145/3408292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091262158&doi=10.1145%2f3408292&partnerID=40&md5=13ed190963f67b4edf56becd7f038822",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85091262158
"Oliveira, R.A., Raga, M.M., Laranjeiro, N., Vieira, M.","25630736600;57225677200;22980190100;7202140748;","An approach for benchmarking the security of web service frameworks",2020,"Future Generation Computer Systems","110",,,"833","848",,3,"10.1016/j.future.2019.10.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076215804&doi=10.1016%2fj.future.2019.10.027&partnerID=40&md5=741a8048c8e88819df1f9d48b355d1cb",Article,"Final","",Scopus,2-s2.0-85076215804
"Kalantari, K.R., Ebrahimnejad, A., Motameni, H.","57216866109;57221739084;26768080800;","Efficient improved ant colony optimisation algorithm for dynamic software rejuvenation in web services",2020,"IET Software","14","4",,"369","376",,1,"10.1049/iet-sen.2019.0018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090420550&doi=10.1049%2fiet-sen.2019.0018&partnerID=40&md5=004a56d5a7397d91f953dc1c5c222240",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85090420550
"Agate, V., de Paola, A., Re, G.L., Morana, M.","6603244203;56264996200;56604754300;33368212700;","DRESS: A distributed RMS evaluation simulation software",2020,"International Journal of Intelligent Information Technologies","16","3",,"","",,,"10.4018/IJIIT.2020070101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108867965&doi=10.4018%2fIJIIT.2020070101&partnerID=40&md5=a520b151ed9fb4d8513782fb7d074649",Article,"Final","",Scopus,2-s2.0-85108867965
"Wahab, O.A., Cohen, R., Bentahar, J., Otrok, H., Mourad, A., Rjoub, G.","55798635800;7404158300;8961304900;20436645500;9275987400;57201696839;","An endorsement-based trust bootstrapping approach for newcomer cloud services",2020,"Information Sciences","527",,,"159","175",,8,"10.1016/j.ins.2020.03.102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082999402&doi=10.1016%2fj.ins.2020.03.102&partnerID=40&md5=68b4a84ac765928e259ed2bcdd8aabe5",Article,"Final","",Scopus,2-s2.0-85082999402
"D'Angelo, M., Caporuscio, M., Grassi, V., Mirandola, R.","57190969907;6507113219;57202479906;56240209400;","Decentralized learning for self-adaptive QoS-aware service assembly",2020,"Future Generation Computer Systems","108",,,"210","227",,8,"10.1016/j.future.2020.02.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080072634&doi=10.1016%2fj.future.2020.02.027&partnerID=40&md5=4246fe81b49d83c7ee7a09049b8ba2ac",Article,"Final","",Scopus,2-s2.0-85080072634
"Marzal, J., Syamsurizal, Saputra, E., Utomo, P.E.P.","41661935300;57189097322;57205112670;57203167898;","The development of a trusted mechanism in building a web service to ensure the quality of data and information in the Universitas Jambi databorang application by using the ADDIE model",2020,"Journal of Physics: Conference Series","1516","1","012003","","",,1,"10.1088/1742-6596/1516/1/012003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086718948&doi=10.1088%2f1742-6596%2f1516%2f1%2f012003&partnerID=40&md5=5b75a9d095d4f47b55e7d408357b9598",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85086718948
"Kalantari, K.R., Ebrahimnejad, A., Motameni, H.","57216866109;57221739084;26768080800;","A fuzzy neural network for web service selection aimed at dynamic software rejuvenation",2020,"Turkish Journal of Electrical Engineering and Computer Sciences","28","5",,"2718","2734",,,"10.3906/ELK-2001-33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095780431&doi=10.3906%2fELK-2001-33&partnerID=40&md5=7d08edf0ed6f9cc1d71f935217ff7235",Article,"Final","",Scopus,2-s2.0-85095780431
"Peter Soosai Anandaraj, A., Indumathi, G.","57207684696;57204717131;","Enhanced fuzzy particle swarm optimization load distribution (EFPSO-LD) for DDoS attacks detection and prevention in healthcare cloud systems",2020,"Journal of Internet Technology","21","2",,"435","445",,,"10.3966/160792642020032102012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084920756&doi=10.3966%2f160792642020032102012&partnerID=40&md5=e5146c3e0ad50959b8698c822262786e",Article,"Final","",Scopus,2-s2.0-85084920756
"Hu, C., Wu, X., Li, B.","56286850100;55613715400;9334814500;","A Framework for Trustworthy Web Service Composition and Optimization",2020,"IEEE Access","8",,"9051670","73508","73522",,4,"10.1109/ACCESS.2020.2984648","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084298961&doi=10.1109%2fACCESS.2020.2984648&partnerID=40&md5=2510b8ca2e27be4bb2d1477c1512eebf",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85084298961
"Havur, G., Vander Sande, M., Kirrane, S.","55807942700;55883893100;53979829800;","Greater control and transparency in personal data processing",2020,"ICISSP 2020 - Proceedings of the 6th International Conference on Information Systems Security and Privacy",,,,"655","662",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083032327&partnerID=40&md5=3b5d6106dcde046c3bfb9b82a89ded3a",Conference Paper,"Final","",Scopus,2-s2.0-85083032327
"Kaid, H., Al-Ahmari, A., Li, Z., Davidrajuh, R.","56685919300;6603483674;55588010000;15761952700;","Single controller-based colored petri nets for deadlock control in automated manufacturing systems",2020,"Processes","8","1","21","","",,12,"10.3390/pr8010021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079052527&doi=10.3390%2fpr8010021&partnerID=40&md5=718943e57a2bd2df3570602962c2d9d6",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85079052527
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","Optimal Load Distribution for the Detection of VM-Based DDoS Attacks in the Cloud",2020,"IEEE Transactions on Services Computing","13","1","7902208","114","129",,42,"10.1109/TSC.2017.2694426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054704295&doi=10.1109%2fTSC.2017.2694426&partnerID=40&md5=ac396dc103d7e693e2cf6e0da8533d59",Article,"Final","",Scopus,2-s2.0-85054704295
"Papadakis-Vlachopapadopoulos, K., González, R.S., Dimolitsas, I., Dechouniotis, D., Ferrer, A.J., Papavassiliou, S.","57203095153;57192167470;57203091508;23396369800;37014530800;23567140500;","Collaborative SLA and reputation-based trust management in cloud federations",2019,"Future Generation Computer Systems","100",,,"498","512",,19,"10.1016/j.future.2019.05.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066067887&doi=10.1016%2fj.future.2019.05.030&partnerID=40&md5=906891990659c6b3154aae00f878678d",Article,"Final","",Scopus,2-s2.0-85066067887
"Abusitta, A., Bellaiche, M., Dagenais, M.","22933740900;25031178700;7102288193;","Multi-cloud cooperative intrusion detection system: trust and fairness assurance",2019,"Annales des Telecommunications/Annals of Telecommunications","74","9-10",,"637","653",,2,"10.1007/s12243-019-00724-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069496933&doi=10.1007%2fs12243-019-00724-8&partnerID=40&md5=1229ada8d6aa94c3c9209f125fc3240f",Article,"Final","",Scopus,2-s2.0-85069496933
"Rodríguez-Díaz, M., Alonso-González, R., Rodríguez-Voltes, C.I., Rodríguez-Voltes, A.C.","23976518500;57329762100;57200119803;57200120577;","A rating of the online reputation balance in lodgings",2019,"Administrative Sciences","9","3","58","","",,1,"10.3390/admsci9030058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081219960&doi=10.3390%2fadmsci9030058&partnerID=40&md5=9cc6e8b394349c3f645161c797a2c466",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85081219960
"Paul, A., Roy, S.","57206860832;55605775727;","An approach to reputation-oriented service discovery",2019,"International Journal of Scientific and Technology Research","8","9",,"1369","1372",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073409056&partnerID=40&md5=3cf4dad12ef558b8a3ccb559cd1fc089",Article,"Final","",Scopus,2-s2.0-85073409056
"Kravari, K., Bassiliades, N.","36502490700;6603620714;","StoRM: A social agent-based trust model for the internet of things adopting microservice architecture",2019,"Simulation Modelling Practice and Theory","94",,,"286","302",,11,"10.1016/j.simpat.2019.03.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063317809&doi=10.1016%2fj.simpat.2019.03.008&partnerID=40&md5=557b0cfae9539360b3fff894c74b3e73",Article,"Final","",Scopus,2-s2.0-85063317809
"Xu, J., Du, X., Cai, W., Zhu, C., Chen, Y.","56242847200;57207771872;36160877200;57193757531;35147599300;","MeureP: A novel user reputation calculation approach in personalized cloud services",2019,"PLoS ONE","14","6","e0217933","","",,3,"10.1371/journal.pone.0217933","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067627768&doi=10.1371%2fjournal.pone.0217933&partnerID=40&md5=c67ac7fc4e2368ae57693e09a4ddb70c",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85067627768
"Noryani, M., Sapuan, S.M., Mastura, M.T., Zuhri, M.Y.M., Zainudin, E.S.","57190428347;35230794000;50461827300;35622714600;12647194900;","Material selection of natural fibre using a stepwise regression model with error analysis",2019,"Journal of Materials Research and Technology","8","3",,"2865","2879",,20,"10.1016/j.jmrt.2019.02.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067136963&doi=10.1016%2fj.jmrt.2019.02.019&partnerID=40&md5=3b0c30ca165ee434e371b41fa1306fb9",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85067136963
"Salamanis, A., Kehagias, D.D., Tsoukalas, D., Tzovaras, D.","56764587500;7003972544;57208865760;13105681700;","Reputation assessment mechanism for carpooling applications based on clustering user travel preferences",2019,"International Journal of Transportation Science and Technology","8","1",,"68","81",,6,"10.1016/j.ijtst.2018.08.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067308424&doi=10.1016%2fj.ijtst.2018.08.002&partnerID=40&md5=930f1826e1282b8fd2051f6ee2f853f3",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85067308424
"Mousa, A., Bentahar, J., Alam, O.","57191036087;8961304900;35190182600;","Dependency network-based trust management for context-aware web services",2019,"Procedia Computer Science","151",,,"583","590",,1,"10.1016/j.procs.2019.04.078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071912898&doi=10.1016%2fj.procs.2019.04.078&partnerID=40&md5=748db9a93a8299ac3f6298bb6c48041d",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85071912898
"Yeung, C.Y., Hui, L.C.K., Chim, T.W., Yiu, S.-M., Zeng, G., Chen, J.","56152062700;8905728300;6507501073;7003282240;57190951228;57204954898;","Anonymous counting problem in trust level warning system for VANET",2019,"IEEE Transactions on Vehicular Technology","68","1","8558558","34","48",,5,"10.1109/TVT.2018.2884899","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058084678&doi=10.1109%2fTVT.2018.2884899&partnerID=40&md5=b735db848541651c6acb31c72b52306c",Article,"Final","",Scopus,2-s2.0-85058084678
"Usha, D., Chandrasekaran, K.","36871439100;35752845600;","End-to-end monitoring of cloud resources using trust",2019,"Advances in Intelligent Systems and Computing","760",,,"29","36",,,"10.1007/978-981-13-0344-9_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052955575&doi=10.1007%2f978-981-13-0344-9_2&partnerID=40&md5=342f3fea97ad1964727f8b6dcfb12ca3",Conference Paper,"Final","",Scopus,2-s2.0-85052955575
"You, J., Shangguan, J., Zhuang, L., Li, N., Wang, Y.","36601956200;56880020800;57196116051;57196119405;35194956300;","An autonomous dynamic trust management system with uncertainty analysis",2018,"Knowledge-Based Systems","161",,,"101","110",,9,"10.1016/j.knosys.2018.07.036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051412140&doi=10.1016%2fj.knosys.2018.07.036&partnerID=40&md5=2d072966aaff9dd82b43e00e5a3e3419",Article,"Final","",Scopus,2-s2.0-85051412140
"Kravari, K., Bassiliades, N.","36502490700;6603620714;","Social principles in agent-based trust management for the internet of things",2018,"Proceedings - 2017 19th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing, SYNASC 2017",,,"8531308","344","351",,2,"10.1109/SYNASC.2017.00062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053180692&doi=10.1109%2fSYNASC.2017.00062&partnerID=40&md5=232f4a61e1ecfc18b9511e165c995b05",Conference Paper,"Final","",Scopus,2-s2.0-85053180692
"Syamsudin, Meiyanti, R., Satria, D., Wahyuni, R., Sensuse, D.I.","57202816502;57203138269;57200214510;57200213915;53264793000;","Exploring factors influence behavioral intention to use E-government services using unified theory of acceptance and use of technology 2 (UTAUT2)",2018,"2018 International Seminar on Research of Information Technology and Intelligent Systems, ISRITI 2018",,,"8864474","237","242",,1,"10.1109/ISRITI.2018.8864474","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074188525&doi=10.1109%2fISRITI.2018.8864474&partnerID=40&md5=e6447ed0bb62ce1f50021ae2a988d1cc",Conference Paper,"Final","",Scopus,2-s2.0-85074188525
"Tibermacine, O., Tibermacine, C., Cherif, F.","56023932900;14051139200;55445284000;","Estimating the reputation of newcomer web services using a regression-Based method",2018,"Journal of Systems and Software","145",,,"112","124",,6,"10.1016/j.jss.2018.08.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051659107&doi=10.1016%2fj.jss.2018.08.026&partnerID=40&md5=aec7af85ffe01b7ac5ebb755ec1f0f46",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85051659107
"Rodríguez-Díaz, M., Rodríguez-Díaz, R., Espino-Rodríguez, T.F.","23976518500;57200120101;8582478200;","Analysis of the online reputation based on customer ratings of lodgings in tourism destinations",2018,"Administrative Sciences","8","3","51","","",,9,"10.3390/admsci8030051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057501047&doi=10.3390%2fadmsci8030051&partnerID=40&md5=d8e9ecc68e730c1d96700faf050c14e7",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85057501047
"Siriweera, T.H.A.S., Paik, I.","56925344700;56211687800;","QoS-Aware Rule-Based Traffic-Efficient Multiobjective Service Selection in Big Data Space",2018,"IEEE Access","6",,"8449924","48797","48814",,4,"10.1109/ACCESS.2018.2867633","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052636646&doi=10.1109%2fACCESS.2018.2867633&partnerID=40&md5=722e393ffa25563a4506d1361205d83d",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85052636646
"De Siqueira Braga, D., Niemann, M., Hellingrath, B., De Lima Neto, F.B.","56308223200;57194527522;6506863902;21742253600;","Survey on computational trust and reputation models",2018,"ACM Computing Surveys","51","5","101","","",,25,"10.1145/3236008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060781402&doi=10.1145%2f3236008&partnerID=40&md5=d088976c0a8dd0464408f95337a384ee",Article,"Final","",Scopus,2-s2.0-85060781402
"Zhang, T.","57209165547;","Fairness Guaranteed Rating Decomposition in Service-oriented Reputation Systems*",2018,"Journal of Information Science and Engineering","34","4",,"1079","1094",,4,"10.6688/JISE.201807_34(4).0017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049884813&doi=10.6688%2fJISE.201807_34%284%29.0017&partnerID=40&md5=11faf210b05f8f47c27df3bc74c8072b",Article,"Final","",Scopus,2-s2.0-85049884813
"Yachana, Kaur, N., Sood, S.K.","57202097492;55672617400;35173770300;","A trustworthy system for secure access to patient centric sensitive information",2018,"Telematics and Informatics","35","4",,"790","800",,11,"10.1016/j.tele.2017.09.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030622602&doi=10.1016%2fj.tele.2017.09.008&partnerID=40&md5=00ca3b7a1dbd13008fbb8c96ece06b3c",Article,"Final","",Scopus,2-s2.0-85030622602
"Abusitta, A., Bellaiche, M., Dagenais, M.","22933740900;25031178700;7102288193;","A trust-based game theoretical model for cooperative intrusion detection in multi-cloud environments",2018,"21st Conference on Innovation in Clouds, Internet and Networks, ICIN 2018",,,,"1","8",,9,"10.1109/ICIN.2018.8401625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050178871&doi=10.1109%2fICIN.2018.8401625&partnerID=40&md5=651cfad158ba252a4f07760df5ade1bf",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85050178871
"Dechouniotis, D., Dimolitsas, I., Papadakis-Vlachopapadopoulos, K., Papavassiliou, S.","23396369800;57203091508;57203095153;23567140500;","Fuzzy multi-criteria based trust management in heterogeneous federated future internet testbeds",2018,"Future Internet","10","7","58","","",,8,"10.3390/fi10070058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050457614&doi=10.3390%2ffi10070058&partnerID=40&md5=0018618e3ad16d71cea1be948d740e7e",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85050457614
"Chen, R., Peng, D.","57095230600;8969756700;","A novel NTRU-Based handover authentication scheme for wireless networks",2018,"IEEE Communications Letters","22","3",,"586","589",,8,"10.1109/LCOMM.2017.2786228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039771714&doi=10.1109%2fLCOMM.2017.2786228&partnerID=40&md5=ac62ce633aad8fede5d25280aab3e4b0",Article,"Final","",Scopus,2-s2.0-85039771714
"Xue, X., Kou, Y.-M., Wang, S.-F., Liu, Z.-Z.","14057314400;57190490280;55838477400;55714636500;","Computational Experiment Research on the Equalization-Oriented Service Strategy in Collaborative Manufacturing",2018,"IEEE Transactions on Services Computing","11","2",,"369","383",,20,"10.1109/TSC.2016.2569082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986620695&doi=10.1109%2fTSC.2016.2569082&partnerID=40&md5=51733d53291ca0b9cc57d53f030d5832",Article,"Final","",Scopus,2-s2.0-84986620695
"Panigrahi, N., Asha, T.","57202961472;35745485600;","RHALSA: Ranking hotels using aspect level sentiment analysis",2018,"Journal of Computer Science","14","11",,"1512","1520",,,"10.3844/jcssp.2018.1512.1520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059512704&doi=10.3844%2fjcssp.2018.1512.1520&partnerID=40&md5=cb7607b2de201dbd8312b118eb448908",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85059512704
"Wang, H., Yu, C., Wang, L., Yu, Q.","57193795542;56456931500;57196331146;8355184200;","Effective BigData-space service selection over trust and heterogeneous QoS preferences",2018,"IEEE Transactions on Services Computing","11","4","7273955","644","657",,20,"10.1109/TSC20152480393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053774571&doi=10.1109%2fTSC20152480393&partnerID=40&md5=12d09d5c69b0d1b6c8f24f47fb155b1e",Article,"Final","",Scopus,2-s2.0-85053774571
