Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Dalmeida, K.M., Masala, G.L.","57223010639;8581904600;","Hrv features as viable physiological markers for stress detection using wearable devices",2021,"Sensors","21","8","2873","","",,1,"10.3390/s21082873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104384713&doi=10.3390%2fs21082873&partnerID=40&md5=a42f56795247a889ee0128704ea0fee2",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85104384713
"Rizwan, MdF., Farhad, R., Imam, M.H.","57207861228;57207858864;39361891600;","Support vector machine based stress detection system to manage COVID-19 pandemic related stress from ECG signal",2021,"AIUB Journal of Science and Engineering","20","1",,"8","16",,1,"10.53799/AJSE.V20I1.112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112465122&doi=10.53799%2fAJSE.V20I1.112&partnerID=40&md5=13e03f40f8393dc3f6cfecfddc351fba",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85112465122
"Lee, J., Lee, H., Shin, M.","57269026200;57207747683;7401536642;","Driving stress detection using multimodal convolutional neural networks with nonlinear representation of short-term physiological signals",2021,"Sensors","21","7","2381","","",,2,"10.3390/s21072381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103286369&doi=10.3390%2fs21072381&partnerID=40&md5=743ec9344607e0e744058b006d338516",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85103286369
"Tagnithammou, T., Monacelli, É., Ferszterowski, A., Trénoras, L.","57222047084;6603215020;57222037594;56152889500;","Emotional state detection on mobility vehicle using camera: Feasibility and evaluation study",2021,"Biomedical Signal Processing and Control","66",,"102419","","",,,"10.1016/j.bspc.2021.102419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101082876&doi=10.1016%2fj.bspc.2021.102419&partnerID=40&md5=451ea4017a88f1ad8e2121aff44c3f76",Article,"Final","",Scopus,2-s2.0-85101082876
"Khowaja, S.A., Prabono, A.G., Setiawan, F., Yahya, B.N., Lee, S.-L.","56500465400;57193708801;57193706376;24529414200;7601396546;","Toward soft real-time stress detection using wrist-worn devices for human workspaces",2021,"Soft Computing","25","4",,"2793","2820",,3,"10.1007/s00500-020-05338-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091611961&doi=10.1007%2fs00500-020-05338-0&partnerID=40&md5=428bade5cac35e8b4050e630fa7e9e12",Article,"Final","",Scopus,2-s2.0-85091611961
"Kassem, H.A., Chowdhury, M., Abawajy, J.H.","57205504124;7202634522;8937496700;","Drivers Fatigue Level Prediction Using Facial, and Head Behavior Information",2021,"IEEE Access","9",,"9524576","121686","121697",,,"10.1109/ACCESS.2021.3108561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113893483&doi=10.1109%2fACCESS.2021.3108561&partnerID=40&md5=e9e32aaae76b5802e7c8e03b225b5272",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85113893483
"Ladakis, I., Chouvarda, I.","57221763830;6603613668;","Overview of biosignal analysis methods for the assessment of stress",2021,"Emerging Science Journal","5","2",,"233","244",,,"10.28991/esj-2021-01267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105285026&doi=10.28991%2fesj-2021-01267&partnerID=40&md5=8c15f5957b39bd53e6b88c3436c4aa7c",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85105285026
"Choi, G.H., Lim, K., Pan, S.B.","57200578793;56739780300;7402713421;","Driver identification system using normalized electrocardiogram based on adaptive threshold filter for intelligent vehicles",2021,"Sensors (Switzerland)","21","1","202","1","18",,2,"10.3390/s21010202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098877291&doi=10.3390%2fs21010202&partnerID=40&md5=3a0356723f3c3a8adf1fea7a2f9b188d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85098877291
"Papakostas, M., Das, K., Abouelenien, M., Mihalcea, R., Burzo, M.","56781560400;57221281165;55585915100;8619220500;6507169685;","Distracted and drowsy driving modeling using deep physiological representations and multitask learning",2021,"Applied Sciences (Switzerland)","11","1","88","1","22",,4,"10.3390/app11010088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098693202&doi=10.3390%2fapp11010088&partnerID=40&md5=6f400b704dfe8dacf1752f404e6d31f0",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85098693202
"Abbad Ur Rehman, H., Lin, C.-Y., Mushtaq, Z.","57191489309;50361492700;25825458900;","Effective K-Nearest Neighbor Algorithms Performance Analysis of Thyroid Disease",2021,"Journal of the Chinese Institute of Engineers, Transactions of the Chinese Institute of Engineers,Series A","44","1",,"77","87",,2,"10.1080/02533839.2020.1831967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096093926&doi=10.1080%2f02533839.2020.1831967&partnerID=40&md5=be5dd978a9df899259487657ca998a11",Article,"Final","",Scopus,2-s2.0-85096093926
"Ahmed, M.U., Barua, S., Begum, S.","55320203100;55780093400;23388444300;","Artificial intelligence, machine learning and reasoning in health informatics—case studies",2021,"Intelligent Systems Reference Library","192",,,"261","291",,,"10.1007/978-3-030-54932-9_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092367036&doi=10.1007%2f978-3-030-54932-9_12&partnerID=40&md5=f363ccd8432b8de0be917dcd267abfdc",Book Chapter,"Final","",Scopus,2-s2.0-85092367036
"Li, R., Liu, Z.","57221132711;55613845800;","Stress detection using deep neural networks",2020,"BMC Medical Informatics and Decision Making","20",,"285","","",,4,"10.1186/s12911-020-01299-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098330895&doi=10.1186%2fs12911-020-01299-4&partnerID=40&md5=9cce067cf0697955a2f87dc2d6b60a52",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85098330895
"Dam, P., Bilgram, M., Brandi, A., Frederiksen, M., Langer, T.H., Samani, A.","57218364300;57218364490;57218363617;57218364531;57220515524;25931713300;","Evaluation of the effect of a newly developed steering unit with enhanced self-alignment and deadband on mental workload during driving of agricultural tractors",2020,"Applied Ergonomics","89",,"103217","","",,1,"10.1016/j.apergo.2020.103217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088922759&doi=10.1016%2fj.apergo.2020.103217&partnerID=40&md5=fb92c8003d449d2362c42ef11fa400f0",Article,"Final","",Scopus,2-s2.0-85088922759
"Garcia, F.C., Kubo, T., Chang, C.-L., Hisada, M., Bando, T., Kato, M., Mori, M., Takenaka, K., Yamakawa, T., Fujiwara, K., Ikeda, K.","57221329829;55318335000;57221326570;57221331644;25521076800;57221337025;55531011100;55533275600;34881100000;7403468105;7404890707;","Evaluating Mental State of Drivers in Automated Driving Using Heart Rate Variability towards Feasible Request-to-Intervene",2020,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics","2020-October",,"9283356","3454","3459",,,"10.1109/SMC42975.2020.9283356","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098866127&doi=10.1109%2fSMC42975.2020.9283356&partnerID=40&md5=6de3761e32d048b6164d18308c60c9cc",Conference Paper,"Final","",Scopus,2-s2.0-85098866127
"Sohara Banu, A.R., Nagaveni, V.","57221554665;56801740000;","Bio-signal analysis for stressdetection using machine learning methods: A review",2020,"Proceedings of the International Conference on Smart Technologies in Computing, Electrical and Electronics, ICSTCEE 2020",,,"9277314","452","458",,1,"10.1109/ICSTCEE49637.2020.9277314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099470514&doi=10.1109%2fICSTCEE49637.2020.9277314&partnerID=40&md5=f7b6c993969b8421bc5b2b4ba4ff5604",Conference Paper,"Final","",Scopus,2-s2.0-85099470514
"Xing, T., Wang, Q., Wu, C.Q., Xi, W., Chen, X.","54685377600;57203941061;8594551300;36505197000;8317069000;","Dwatch: A reliable and low-power drowsiness detection system for drivers based on mobile devices",2020,"ACM Transactions on Sensor Networks","16","4","37","","",,2,"10.1145/3407899","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092784966&doi=10.1145%2f3407899&partnerID=40&md5=bf380aa3a97ca0896a47541bdd5d1e85",Article,"Final","",Scopus,2-s2.0-85092784966
"Magaña, V.C., Scherz, W.D., Seepold, R., Madrid, N.M., Pañeda, X.G., Garcia, R.","55621378000;56563028200;13807648300;57218956108;6506137896;35089936900;","The effects of the driver’s mental state and passenger compartment conditions on driving performance and driving stress",2020,"Sensors (Switzerland)","20","18","5274","1","31",,3,"10.3390/s20185274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090905834&doi=10.3390%2fs20185274&partnerID=40&md5=a40a1a8574748bcc79c8f8dd5467255d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85090905834
"He, R., Zhao, X.-C., Wang, J.-Q.","35306745300;57211513748;56029075500;","Modeling of Driving Risk Response Under Human-vehicle-road Interaction [人-车-路交互下的驾驶人风险响应度建模]",2020,"Zhongguo Gonglu Xuebao/China Journal of Highway and Transport","33","9",,"236","250",,1,"10.19721/j.cnki.1001-7372.2020.09.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094163598&doi=10.19721%2fj.cnki.1001-7372.2020.09.023&partnerID=40&md5=7f7513575a2ebb5c415e39365fb21a7c",Article,"Final","",Scopus,2-s2.0-85094163598
"Candra, D., Isa, S.M.","57219237964;57216658927;","Driver’s drowsiness level detection using heart variability rate from wearable devices",2020,"International Journal of Emerging Trends in Engineering Research","8","9","218","6267","6274",,,"10.30534/ijeter/2020/218892020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091814201&doi=10.30534%2fijeter%2f2020%2f218892020&partnerID=40&md5=9aaedccd5da7ebd0110b17f0421004b1",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85091814201
"Barua, S., Ahmed, M.U., Begum, S.","55780093400;55320203100;23388444300;","Towards intelligent data analytics: A case study in driver cognitive load classification",2020,"Brain Sciences","10","8","526","1","19",,4,"10.3390/brainsci10080526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090399516&doi=10.3390%2fbrainsci10080526&partnerID=40&md5=7add818ec6c78515302afdc195ab3c2e",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85090399516
"Cardone, D., Perpetuini, D., Filippini, C., Spadolini, E., Mancini, L., Chiarelli, A.M., Merla, A.","54788843200;57196390915;57205533040;57217130929;57218616436;55501906000;24169413000;","Driver stress state evaluation by means of thermal imaging: A supervised machine learning approach based on ECG signal",2020,"Applied Sciences (Switzerland)","10","16","5673","","",,14,"10.3390/app10165673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089799337&doi=10.3390%2fapp10165673&partnerID=40&md5=105810832501d2d8082671289b3aab0e",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85089799337
"Zepf, S., El Haouij, N., Lee, J., Ghandeharioun, A., Hernandez, J., Picard, R.W.","57208343084;57200618344;57218501975;55330050900;7403026064;57208461160;","Studying Personalized Just-in-time Auditory Breathing Guides and Potential Safety Implications during Simulated Driving",2020,"UMAP 2020 - Proceedings of the 28th ACM Conference on User Modeling, Adaptation and Personalization",,,,"275","283",,5,"10.1145/3340631.3394854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089340852&doi=10.1145%2f3340631.3394854&partnerID=40&md5=4d123e80dd4e0b3ae713221f5a7a4d72",Conference Paper,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85089340852
"Zepf, S., Hernandez, J., Schmitt, A., Minker, W., Picard, R.W.","57208343084;7403026064;35115469400;57190007363;57208461160;","Driver Emotion Recognition for Intelligent Vehicles: A Survey",2020,"ACM Computing Surveys","53","3","64","","",,14,"10.1145/3388790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089411326&doi=10.1145%2f3388790&partnerID=40&md5=894b4cbca6ff5024d2f8ca23f8200c04",Review,"Final","",Scopus,2-s2.0-85089411326
"Venkat, S., Preejith, S.P., Moorthy, V., Arumugam, S., Vasanthi, Thiagarajan, K.A., Sivaprakasam, M.","57213590749;56648102700;57218354144;57213995871;57218353013;57189632833;6506470218;","Heart Rate Variability Analysis during Exercise in Hypoxia Chamber",2020,"IEEE Medical Measurements and Applications, MeMeA 2020 - Conference Proceedings",,,"9137314","","",,,"10.1109/MeMeA49120.2020.9137314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088896890&doi=10.1109%2fMeMeA49120.2020.9137314&partnerID=40&md5=14bbfd09afb7724b3c0c704226f5a526",Conference Paper,"Final","",Scopus,2-s2.0-85088896890
"Vaishali, B., Amalan, S., Preejith, S.P., Joseph, J., Sivaprakasam, M.","57213594096;57210621338;56648102700;26321720900;6506470218;","HRV based Stress Assessment of Individuals in a Work Environment",2020,"IEEE Medical Measurements and Applications, MeMeA 2020 - Conference Proceedings",,,"9137299","","",,1,"10.1109/MeMeA49120.2020.9137299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088896543&doi=10.1109%2fMeMeA49120.2020.9137299&partnerID=40&md5=6df1b565e0bcd41da0130eabfaf20268",Conference Paper,"Final","",Scopus,2-s2.0-85088896543
"Mina, T., Kannan, S.S., Jo, W., Min, B.-C.","55677408100;57214751493;56152510500;39161762500;","Adaptive Workload Allocation for Multi-Human Multi-Robot Teams for Independent and Homogeneous Tasks",2020,"IEEE Access","8",,"9170619","152697","152712",,1,"10.1109/ACCESS.2020.3017659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090557936&doi=10.1109%2fACCESS.2020.3017659&partnerID=40&md5=48fb19d6d5fca923d9a079f44595ce9e",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85090557936
"Shi, Y., Bordegoni, M., Caruso, G.","57212547545;6602375436;23466272900;","User studies by driving simulators in the era of automated vehicle",2020,"Computer-Aided Design and Applications","18","1",,"211","226",,1,"10.14733/cadaps.2021.211-226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085957301&doi=10.14733%2fcadaps.2021.211-226&partnerID=40&md5=c1b59bf8576662839cf63fe52a2f3c20",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85085957301
"Dharamkar, B., Saurabh, P., Prasad, R., Mewada, P.","57216370292;48761948300;57202447868;57201671076;","An Ensemble Approach for Classification of Thyroid Using Machine Learning",2020,"Advances in Intelligent Systems and Computing","1119",,,"13","22",,,"10.1007/978-981-15-2414-1_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083328820&doi=10.1007%2f978-981-15-2414-1_2&partnerID=40&md5=f00d46562df5f07a1334a9be8be2fb5c",Conference Paper,"Final","",Scopus,2-s2.0-85083328820
"Mercy Kingsta, R., Aashifa, R., Bala Meenakshi, S.","55786346000;57218604049;57218604878;","A novel design of wearable automatic stress detecting device for women safety using heart rate variability",2019,"Indian Journal of Public Health Research and Development","10","12",,"377","382",,,"10.37506/v10/i12/2019/ijphrd/191980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089765121&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f191980&partnerID=40&md5=7a2ac6d6d1adc96b48c279bcaa35612c",Article,"Final","",Scopus,2-s2.0-85089765121
"Dogan, D., Bogosyan, S., Acarman, T.","56001188500;6603185892;6602616551;","Evaluation of driver stress level with survey, galvanic skin response sensor data, and force-sensing resistor data",2019,"Advances in Mechanical Engineering","11","12",,"","",,4,"10.1177/1687814019891555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076141546&doi=10.1177%2f1687814019891555&partnerID=40&md5=b58fea5c032e81bdb248dd1c7e5fce67",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85076141546
"Karen, N., Anuja, T.R., Amirtha, P., Angeline, R.","57211852741;57211854037;57211855566;36709325200;","Physiological stress prediction using machine learning classifiers",2019,"International Journal of Innovative Technology and Exploring Engineering","9","1",,"675","677",,,"10.35940/ijitee.A4556.119119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075167849&doi=10.35940%2fijitee.A4556.119119&partnerID=40&md5=87085f6e2a74acbf23e540e2df3df2b5",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85075167849
"Goldstein, I.F., Filgueiras, L.V.L.","57212460633;23392315900;","Truck drivers' fatigue and stress: A user study for requirements elicitation of an affective computer application",2019,"IHC 2019 - Proceedings of the 18th Brazilian Symposium on Human Factors in Computing Systems",,,"3360485","","",,2,"10.1145/3357155.3360485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076790679&doi=10.1145%2f3357155.3360485&partnerID=40&md5=3bd43a9516e1d695b18105fbc453f406",Conference Paper,"Final","",Scopus,2-s2.0-85076790679
"Chung, W.-Y., Chong, T.-W., Lee, B.-G.","7401982175;57192554931;25927191200;","Methods to Detect and Reduce Driver Stress: A Review",2019,"International Journal of Automotive Technology","20","5",,"1051","1063",,12,"10.1007/s12239-019-0099-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070581635&doi=10.1007%2fs12239-019-0099-3&partnerID=40&md5=aad34dcd3abaea57b9cbf31b57093916",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85070581635
"Amalan, S., Vaishali, B., Preejith, S.P., Joseph, J., Sivaprakasam, M.","57210621338;57213594096;56648102700;26321720900;6506470218;","Pre-surgery Stress Monitoring Using Heart Rate Variability Measures",2019,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",,,"8856409","4592","4595",,2,"10.1109/EMBC.2019.8856409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077906249&doi=10.1109%2fEMBC.2019.8856409&partnerID=40&md5=78be50bfc7f210d2882133f32e0110d2",Conference Paper,"Final","",Scopus,2-s2.0-85077906249
"Seo, W., Kim, N., Kim, S., Lee, C., Park, S.-M.","57210279296;57207911184;57210279104;57207467784;57191161899;","Deep ECG-respiration network (DeepER net) for recognizing mental stress",2019,"Sensors (Switzerland)","19","13","3021","","",,21,"10.3390/s19133021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070184439&doi=10.3390%2fs19133021&partnerID=40&md5=f44010344db15de9a64732f0a3cb5a45",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85070184439
"Nor Shahrudin, N.S., Sidek, K.A., Jusoh, A.Z.","57201522382;37108844600;56463815400;","Electrocardiogram (ECG) based stress recognition integrated with different classification of age and gender",2019,"Indonesian Journal of Electrical Engineering and Computer Science","15","1",,"199","210",,4,"10.11591/ijeecs.v15.i1.pp199-210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066066409&doi=10.11591%2fijeecs.v15.i1.pp199-210&partnerID=40&md5=927cf8c45ac4d0e058bc1c045a5863e6",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85066066409
"Koh, D.-W., Lee, S.-G.","57210099333;42661737700;","An evaluation method of safe driving for senior adults using ECG signals",2019,"Sensors (Switzerland)","19","12","2828","","",,6,"10.3390/s19122828","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068880217&doi=10.3390%2fs19122828&partnerID=40&md5=1d3e9dd5f515e551e90a2470615d096b",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85068880217
"Bianco, S., Napoletano, P., Schettini, R.","55511749108;9733676700;56235309600;","Multimodal car driver stress recognition",2019,"PervasiveHealth: Pervasive Computing Technologies for Healthcare",,,,"302","307",,11,"10.1145/3329189.3329221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067840469&doi=10.1145%2f3329189.3329221&partnerID=40&md5=5974d48f8ecfc6d88fb435ce4a9e4927",Conference Paper,"Final","",Scopus,2-s2.0-85067840469
"Utomo, D., Yang, T.-H., Thanh, D.T., Hsiung, P.-A.","55847301100;57210567512;57207798079;7005354309;","Driver fatigue prediction using different sensor data with deep learning",2019,"Proceedings - 2019 IEEE International Conference on Industrial Cyber Physical Systems, ICPS 2019",,,"8780225","242","247",,1,"10.1109/ICPHYS.2019.8780225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070935608&doi=10.1109%2fICPHYS.2019.8780225&partnerID=40&md5=d56e619869783558a29ea2132604524b",Conference Paper,"Final","",Scopus,2-s2.0-85070935608
"Bitkina, O.V., Kim, J., Park, J., Park, J., Kim, H.K.","57366983100;55862572900;36025591800;56898183400;57094273400;","Identifying traffic context using driving stress: A longitudinal preliminary case study",2019,"Sensors (Switzerland)","19","9","2152","","",,23,"10.3390/s19092152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065946501&doi=10.3390%2fs19092152&partnerID=40&md5=0dc8f32ba07a13600564a4c9ab312f36",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85065946501
"Almogbel, M.A., Dang, A.H., Kameyama, W.","57202005073;57201997381;6602402442;","Cognitive Workload Detection from Raw EEG-Signals of Vehicle Driver using Deep Learning",2019,"International Conference on Advanced Communication Technology, ICACT","2019-February",,"8702048","1167","1172",,3,"10.23919/ICACT.2019.8702048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065676608&doi=10.23919%2fICACT.2019.8702048&partnerID=40&md5=138fed82a92e180bae3c054d1fa77507",Conference Paper,"Final","",Scopus,2-s2.0-85065676608
"Can, Y.S., Arnrich, B., Ersoy, C.","56038955200;6603173591;6701485879;","Stress detection in daily life scenarios using smart phones and wearable sensors: A survey",2019,"Journal of Biomedical Informatics","92",,"103139","","",,107,"10.1016/j.jbi.2019.103139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062429518&doi=10.1016%2fj.jbi.2019.103139&partnerID=40&md5=369ea57d02004a4e365f9e7332e88594",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85062429518
"Pascual, R.K.C., Serrano, J.P.D., Soltez, J.M.A., Castillo, J.C.D., Torres, J.L., Cruz, F.R.G.","57208206100;57208215681;57208212377;57208205994;57193646636;24172720300;","Artificial neural network based stress level detection system using physiological signals",2019,"2018 IEEE 10th International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management, HNICEM 2018",,,"8666339","","",,,"10.1109/HNICEM.2018.8666339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064110725&doi=10.1109%2fHNICEM.2018.8666339&partnerID=40&md5=39c57a05c2a0157288f69f8e1ab6b592",Conference Paper,"Final","",Scopus,2-s2.0-85064110725
