Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Mestiri, H., Lahbib, Y., Machhout, M., Tourki, R.","55332445800;8894658300;19934276700;6603352243;","An AOP-based fault injection environment for cryptographic systemc designs",2015,"Journal of Circuits, Systems and Computers","24","1","1550008","","",,4,"10.1142/S0218126615500085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928395538&doi=10.1142%2fS0218126615500085&partnerID=40&md5=2660e85212667fc12aef385acc4fe945",Article,"Final","",Scopus,2-s2.0-84928395538
"Santhi, K., Zayaraz, G., Chellatamilan, T.","57218390582;15924298000;36975074300;","Trade-off analysis of crosscutting functionalities using lazy counting-based splay tree in aspect oriented programming",2015,"Research Journal of Applied Sciences, Engineering and Technology","9","6",,"396","408",,2,"10.19026/rjaset.9.1419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926453636&doi=10.19026%2frjaset.9.1419&partnerID=40&md5=cf24e14c9bd44c79fa4a04f482ee896e",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-84926453636
"Pasquier, T.F.J.-M., Bacon, J., Shand, B.","55986227900;13605266400;7004719706;","FlowR: Aspect oriented programming for information flow control in ruby",2014,"MODULARITY 2014 - Proceedings of the 13th International Conference on Modularity (Formerly AOSD)",,,,"37","48",,10,"10.1145/2577080.2577090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900037333&doi=10.1145%2f2577080.2577090&partnerID=40&md5=297677aa24112c1c13fbbdea7d896534",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-84900037333
"Toledo, R., Tanter, É.","14042567100;13104010300;","Secure and modular access control with aspects",2013,"AOSD 2013 - Proceedings of the 2013 ACM on Aspect-Oriented Software Development",,,,"157","169",,8,"10.1145/2451436.2451456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876000614&doi=10.1145%2f2451436.2451456&partnerID=40&md5=9017f35275923d743f1c0efd30210170",Conference Paper,"Final","",Scopus,2-s2.0-84876000614
"Kim, I., Lee, D., Kim, K.J., Lee, J.","56281206900;57211735691;14037651400;56812733300;","Flexible authorization in home network environments",2012,"Cluster Computing","15","1",,"3","15",,3,"10.1007/s10586-010-0142-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857652789&doi=10.1007%2fs10586-010-0142-7&partnerID=40&md5=f0eb61a926c6a793c3c02b3b6d5c612f",Article,"Final","",Scopus,2-s2.0-84857652789
"Toledo, R., Núñez, A., Tanter, E., Noyé, J.","14042567100;24399229700;13104010300;57200640831;","Aspectizing Java access control",2012,"IEEE Transactions on Software Engineering","38","1","5680915","101","117",,11,"10.1109/TSE.2011.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856523145&doi=10.1109%2fTSE.2011.6&partnerID=40&md5=c21a0d0cdd9fe63b86cc181fc3f76c2d",Article,"Final","",Scopus,2-s2.0-84856523145
"Mourad, A., Otrok, H., Ayoubi, S.","9275987400;20436645500;57217415539;","Toward systematic integration of security policies into web services",2011,"Proceedings - 2011 European Intelligence and Security Informatics Conference, EISIC 2011",,,"6061238","220","223",,,"10.1109/EISIC.2011.48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81255172334&doi=10.1109%2fEISIC.2011.48&partnerID=40&md5=b65e96614cf8152eaa0cb1bcdc0bcd20",Conference Paper,"Final","",Scopus,2-s2.0-81255172334
"Cui, Z.-Q., Wang, L.-Z., Liu, H.-G., Li, X.-D.","35172605800;56379755500;54682030800;35173053900;","Computational error handling as aspects: a case study and evaluation",2011,"Ruan Jian Xue Bao/Journal of Software","22","11",,"2639","2651",,2,"10.3724/SP.J.1001.2011.03892","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255184011&doi=10.3724%2fSP.J.1001.2011.03892&partnerID=40&md5=5c2645ecd73f2ef6904c6698c2d31dc7",Article,"Final","",Scopus,2-s2.0-82255184011
"Mourad, A., Otrok, H., Baajour, L.","9275987400;20436645500;36634052700;","New Approach Targeting Security Patterns Development and Deployment",2011,"Information Security Journal","20","4-5",,"231","244",,1,"10.1080/19393555.2011.607220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860859394&doi=10.1080%2f19393555.2011.607220&partnerID=40&md5=308c7eaa114e8a016f48ece04fa9bc8d",Article,"Final","",Scopus,2-s2.0-84860859394
"Mourad, A., Otrok, H., Baajour, L.","9275987400;20436645500;36634052700;","A novel approach for the development and deployment of security patterns",2010,"Proceedings - SocialCom 2010: 2nd IEEE International Conference on Social Computing, PASSAT 2010: 2nd IEEE International Conference on Privacy, Security, Risk and Trust",,,"5591424","914","919",,3,"10.1109/SocialCom.2010.135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649248232&doi=10.1109%2fSocialCom.2010.135&partnerID=40&md5=eeb05894156509bbdd26c462046f7486",Conference Paper,"Final","",Scopus,2-s2.0-78649248232
"Mourad, A., Ayoubi, S., Yahyaoui, H., Otrok, H.","9275987400;57217415539;6602992340;20436645500;","New approach for the dynamic enforcement of web services security",2010,"PST 2010: 2010 8th International Conference on Privacy, Security and Trust",,,"5593232","189","196",,8,"10.1109/PST.2010.5593232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78549284586&doi=10.1109%2fPST.2010.5593232&partnerID=40&md5=6da85477c795b9272df9d79afb93ea96",Conference Paper,"Final","",Scopus,2-s2.0-78549284586
"Mourad, A., Soeanu, A., Laverdière, M.-A., Debbabi, M.","9275987400;15925834000;7006357778;57203104171;","New aspect-oriented constructs for security hardening concerns",2009,"Computers and Security","28","6",,"341","358",,3,"10.1016/j.cose.2009.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649823405&doi=10.1016%2fj.cose.2009.02.003&partnerID=40&md5=771248d9b70018c471b690dfd36226c6",Article,"Final","",Scopus,2-s2.0-67649823405
