Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Yousefnezhad, N., Malhi, A., Främling, K.","53265612600;56663163300;6506103412;","Security in product lifecycle of IoT devices: A survey",2020,"Journal of Network and Computer Applications","171",,"102779","","",,12,"10.1016/j.jnca.2020.102779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091665871&doi=10.1016%2fj.jnca.2020.102779&partnerID=40&md5=db0867f8b4e61f53174a0e10bfb91540",Review,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85091665871
"Zhou, Y., Cheng, G., Jiang, S., Zhao, Y., Chen, Z.","57211307004;7401862789;57212172511;57212168993;57212169439;","Cost-effective moving target defense against DDoS attacks using trilateral game and multi-objective Markov decision processes",2020,"Computers and Security","97",,"101976","","",,1,"10.1016/j.cose.2020.101976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088918389&doi=10.1016%2fj.cose.2020.101976&partnerID=40&md5=e1b62fe615022eb83c23f906c7a86e8a",Article,"Final","",Scopus,2-s2.0-85088918389
"Ramos, K.S.H., Monge, M.A.S., Vidal, J.M.","57218572157;57190133448;55430628200;","Benchmark-based reference model for evaluating botnet detection tools driven by traffic-flow analytics",2020,"Sensors (Switzerland)","20","16","4501","1","31",,10,"10.3390/s20164501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089611710&doi=10.3390%2fs20164501&partnerID=40&md5=9ed2e8704ce1e2452f447e069a8471fc",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85089611710
"Geng, D., Zhang, H., Wu, H.","57212413554;57192482971;55703642600;","Short-term wind speed prediction based on principal component analysis and LSTM",2020,"Applied Sciences (Switzerland)","10","13","4416","","",,10,"10.3390/app10134416","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087854467&doi=10.3390%2fapp10134416&partnerID=40&md5=c856edb445415057ea5061a8b223392f",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85087854467
"Kim, J., Kim, J., Kim, H., Shim, M., Choi, E.","55145476000;57217067636;57196059196;57217066575;27170908400;","CNN-based network intrusion detection against denial-of-service attacks",2020,"Electronics (Switzerland)","9","6","916","1","21",,36,"10.3390/electronics9060916","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086035204&doi=10.3390%2felectronics9060916&partnerID=40&md5=7cbcdc024849e18b973ae991d7650e8d",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85086035204
"Bajic, A., Becker, G.T.","57204831444;36085970500;","A critical view on moving target defense and its analogies",2020,"17th ACM International Conference on Computing Frontiers 2020, CF 2020 - Proceedings",,,,"277","283",,1,"10.1145/3387902.3397225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085922530&doi=10.1145%2f3387902.3397225&partnerID=40&md5=5a1fe322b26181ffff8b2467974a882c",Conference Paper,"Final","",Scopus,2-s2.0-85085922530
"Gill, K.S., Saxena, S., Sharma, A.","57189237951;56435289200;57189042582;","GTM-CSec: Game theoretic model for cloud security based on IDS and honeypot",2020,"Computers and Security","92",,"101732","","",,4,"10.1016/j.cose.2020.101732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079321688&doi=10.1016%2fj.cose.2020.101732&partnerID=40&md5=03f6c64e9b536ead5c6b724eec840a50",Article,"Final","",Scopus,2-s2.0-85079321688
"Torquato, M., Vieira, M.","56429643500;7202140748;","Moving target defense in cloud computing: A systematic mapping study",2020,"Computers and Security","92",,"101742","","",,6,"10.1016/j.cose.2020.101742","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079030521&doi=10.1016%2fj.cose.2020.101742&partnerID=40&md5=8e79101b02fdd90070c008a4cb5040e8",Review,"Final","",Scopus,2-s2.0-85079030521
"Halabi, T., Wahab, O.A., Zulkernine, M.","57192953420;55798635800;6506457317;","A Game-Theoretic Approach for Distributed Attack Mitigation in Intelligent Transportation Systems",2020,"Proceedings of IEEE/IFIP Network Operations and Management Symposium 2020: Management in the Age of Softwarization and Artificial Intelligence, NOMS 2020",,,"9110349","","",,2,"10.1109/NOMS47738.2020.9110349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086761456&doi=10.1109%2fNOMS47738.2020.9110349&partnerID=40&md5=1de2a8a27b8d17d17a239589647b5609",Conference Paper,"Final","",Scopus,2-s2.0-85086761456
"Zhong, C., Yang, H., Liu, Z., Wu, J.","57191194197;55278323800;7406673541;57215933702;","Stability of replicator dynamics with bounded continuously distributed time delay",2020,"Mathematics","8","3","431","","",,6,"10.3390/math8030431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082425996&doi=10.3390%2fmath8030431&partnerID=40&md5=df8d8e8eebac2eb2291f6cbae2c6f5be",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85082425996
"Rjoub, G., Abdel Wahab, O., Bentahar, J., Bataineh, A.","57201696839;57215123692;8961304900;57189468771;","A trust and energy-aware double deep reinforcement learning scheduling strategy for federated learning on IoT devices",2020,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12571 LNCS",,,"319","333",,1,"10.1007/978-3-030-65310-1_23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098249428&doi=10.1007%2f978-3-030-65310-1_23&partnerID=40&md5=fc436fa8b7d10724179e3e5e0ea3130c",Conference Paper,"Final","",Scopus,2-s2.0-85098249428
"Sun, P.J.","57200148931;","Research on the Optimization Management of Cloud Privacy Strategy Based on Evolution Game",2020,"Security and Communication Networks","2020",,"6515328","","",,,"10.1155/2020/6515328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090557421&doi=10.1155%2f2020%2f6515328&partnerID=40&md5=2238b4975705eeca480c0167b8bb2f10",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85090557421
"Sun, P.J.","57200148931;","The optimal privacy strategy of cloud service based on evolutionary game",2020,"Cluster Computing",,,,"","",,2,"10.1007/s10586-020-03164-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089259936&doi=10.1007%2fs10586-020-03164-5&partnerID=40&md5=288a7407e440950d5214c0f4397c9a58",Article,"Article in Press","",Scopus,2-s2.0-85089259936
