Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Yue, M., Wang, H.-Y., Wu, Z.-J., Liu, L.","36138304800;57216632645;56540178800;57196046957;","A Survey of DDoS Attack and Defense Technologies in Cloud Computing [云计算中DDoS攻防技术研究综述]",2020,"Jisuanji Xuebao/Chinese Journal of Computers","43","12",,"2315","2336",,,"10.11897/SP.J.1016.2020.02315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097846423&doi=10.11897%2fSP.J.1016.2020.02315&partnerID=40&md5=b110cb5435a787c2d982c782ebedf081",Review,"Final","",Scopus,2-s2.0-85097846423
"Yousefnezhad, N., Malhi, A., Främling, K.","53265612600;56663163300;6506103412;","Security in product lifecycle of IoT devices: A survey",2020,"Journal of Network and Computer Applications","171",,"102779","","",,12,"10.1016/j.jnca.2020.102779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091665871&doi=10.1016%2fj.jnca.2020.102779&partnerID=40&md5=db0867f8b4e61f53174a0e10bfb91540",Review,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85091665871
"Mahdavi Hezavehi, S., Rahmani, R.","57213149147;14822556100;","An anomaly-based framework for mitigating effects of DDoS attacks using a third party auditor in cloud computing environments",2020,"Cluster Computing","23","4",,"2609","2627",,9,"10.1007/s10586-019-03031-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077631185&doi=10.1007%2fs10586-019-03031-y&partnerID=40&md5=dd7dfa3ccb1aed83ff3727d32b55859b",Article,"Final","",Scopus,2-s2.0-85077631185
"Shringarputale, S., Mcdaniel, P., Butler, K., La Porta, T.","57220591513;7006537016;57201561335;7004716682;","Co-residency Attacks on Containers are Real",2020,"CCSW 2020 - Proceedings of the 2020 ACM SIGSAC Conference on Cloud Computing Security Workshop",,,,"53","66",,,"10.1145/3411495.3421357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097385327&doi=10.1145%2f3411495.3421357&partnerID=40&md5=1393faebf6f082399bfd19afe8f74a76",Conference Paper,"Final","",Scopus,2-s2.0-85097385327
"Rjoub, G., Bentahar, J., Wahab, O.A.","57201696839;8961304900;55798635800;","BigTrustScheduling: Trust-aware big data task scheduling approach in cloud computing environments",2020,"Future Generation Computer Systems","110",,,"1079","1097",,21,"10.1016/j.future.2019.11.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076231264&doi=10.1016%2fj.future.2019.11.019&partnerID=40&md5=9749d6800634d8a0f54b2f487829d7cc",Article,"Final","",Scopus,2-s2.0-85076231264
"Oliveira, R.A., Raga, M.M., Laranjeiro, N., Vieira, M.","25630736600;57225677200;22980190100;7202140748;","An approach for benchmarking the security of web service frameworks",2020,"Future Generation Computer Systems","110",,,"833","848",,3,"10.1016/j.future.2019.10.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076215804&doi=10.1016%2fj.future.2019.10.027&partnerID=40&md5=741a8048c8e88819df1f9d48b355d1cb",Article,"Final","",Scopus,2-s2.0-85076215804
"Estrada, R., Mizouni, R., Otrok, H., Ouali, A., Bentahar, J.","55548968500;8572417600;20436645500;24822068500;8961304900;","A crowd-sensing framework for allocation of time-constrained and location-based tasks",2020,"IEEE Transactions on Services Computing","13","5","7974784","769","785",,30,"10.1109/TSC.2017.2725835","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023624498&doi=10.1109%2fTSC.2017.2725835&partnerID=40&md5=76cf9401b7897db3b1d770227e447fe6",Article,"Final","",Scopus,2-s2.0-85023624498
"Ramos, K.S.H., Monge, M.A.S., Vidal, J.M.","57218572157;57190133448;55430628200;","Benchmark-based reference model for evaluating botnet detection tools driven by traffic-flow analytics",2020,"Sensors (Switzerland)","20","16","4501","1","31",,10,"10.3390/s20164501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089611710&doi=10.3390%2fs20164501&partnerID=40&md5=9ed2e8704ce1e2452f447e069a8471fc",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85089611710
"Arisdakessian, S., Wahab, O.A., Mourad, A., Otrok, H., Kara, N.","57218917207;55798635800;9275987400;20436645500;55394092400;","FoGMatch: An Intelligent Multi-Criteria IoT-Fog Scheduling Approach Using Game Theory",2020,"IEEE/ACM Transactions on Networking","28","4","9109632","1779","1789",,10,"10.1109/TNET.2020.2994015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090768645&doi=10.1109%2fTNET.2020.2994015&partnerID=40&md5=8c3920b37db687ffbc0d28aad5fd3cd5",Article,"Final","",Scopus,2-s2.0-85090768645
"Sami, H., Mourad, A., Otrok, H., Bentahar, J.","57211430573;9275987400;20436645500;8961304900;","FScaler: Automatic Resource Scaling of Containers in Fog Clusters Using Reinforcement Learning",2020,"2020 International Wireless Communications and Mobile Computing, IWCMC 2020",,,"9148401","1824","1829",,1,"10.1109/IWCMC48107.2020.9148401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089671536&doi=10.1109%2fIWCMC48107.2020.9148401&partnerID=40&md5=fb1726d78754b5596759d0ec243489f6",Conference Paper,"Final","",Scopus,2-s2.0-85089671536
"Islambouli, R., Sweidan, Z., Mourad, A., Abou-Rjeily, C.","57208273417;57214664773;9275987400;13003908400;","Towards Trust-Aware IoT Hashing Offloading in Mobile Edge Computing",2020,"2020 International Wireless Communications and Mobile Computing, IWCMC 2020",,,"9148480","2216","2221",,,"10.1109/IWCMC48107.2020.9148480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089662389&doi=10.1109%2fIWCMC48107.2020.9148480&partnerID=40&md5=22d71927de3bc59784d251e63580411a",Conference Paper,"Final","",Scopus,2-s2.0-85089662389
"Kim, J., Kim, J., Kim, H., Shim, M., Choi, E.","55145476000;57217067636;57196059196;57217066575;27170908400;","CNN-based network intrusion detection against denial-of-service attacks",2020,"Electronics (Switzerland)","9","6","916","1","21",,36,"10.3390/electronics9060916","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086035204&doi=10.3390%2felectronics9060916&partnerID=40&md5=7cbcdc024849e18b973ae991d7650e8d",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85086035204
"Jahan, F., Sun, W., Niyaz, Q.","57193580312;57224777004;55191240800;","A non-cooperative game based model for the cybersecurity of autonomous systems",2020,"Proceedings - 2020 IEEE Symposium on Security and Privacy Workshops, SPW 2020",,,"9283823","202","207",,,"10.1109/SPW50608.2020.00049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099729848&doi=10.1109%2fSPW50608.2020.00049&partnerID=40&md5=5b8692d9ba53219fee4f2ad8d69ca84a",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85099729848
"Nazir, M.S., Wang, Y., Mahdi, A.J., Sun, X., Zhang, C., Abdalla, A.N.","57212812180;36634875900;39262098300;55648297800;57189325198;56050971600;","Improving the performance of doubly fed induction generator using fault tolerant control-a hierarchical approach",2020,"Applied Sciences (Switzerland)","10","3","924","","",,11,"10.3390/app10030924","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079692033&doi=10.3390%2fapp10030924&partnerID=40&md5=ecac3a9083cfcaadba889b5710cfbd0b",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85079692033
"Pallavi, G.B., Jayarekha, P.","57190966767;27368166000;","Secure and efficient multi-tenant database management system for cloud computing environment",2020,"International Journal of Information Technology (Singapore)",,,,"","",,1,"10.1007/s41870-019-00416-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091801473&doi=10.1007%2fs41870-019-00416-5&partnerID=40&md5=9a3fca9bbf3667e2e36319f2771b6235",Article,"Article in Press","",Scopus,2-s2.0-85091801473
"Peter Soosai Anandaraj, A., Indumathi, G.","57207684696;57204717131;","Enhanced fuzzy particle swarm optimization load distribution (EFPSO-LD) for DDoS attacks detection and prevention in healthcare cloud systems",2020,"Journal of Internet Technology","21","2",,"435","445",,,"10.3966/160792642020032102012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084920756&doi=10.3966%2f160792642020032102012&partnerID=40&md5=e5146c3e0ad50959b8698c822262786e",Article,"Final","",Scopus,2-s2.0-85084920756
"Sudhakaran, P., Swaminathan, S., Yuvaraj, D., Priya, S.S.","56702373700;57216430809;56597897900;57216643122;","Load predicting model of mobile cloud computing based on glowworm swarm optimization LSTM network",2020,"International Journal of Interactive Mobile Technologies","14","5",,"150","163",,1,"10.3991/ijim.v14i05.13361","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084840621&doi=10.3991%2fijim.v14i05.13361&partnerID=40&md5=8b83cea51dc7087a19fe0f76ec4c84cc",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85084840621
"Marsa-Maestre, I., Gimenez-Guzman, J.M., Orden, D., de la Hoz, E., Klein, M.","15755928200;36784814000;57188785706;57213128242;7404419605;","REACT: reactive resilience for critical infrastructures using graph-coloring techniques",2019,"Journal of Network and Computer Applications","145",,"102402","","",,3,"10.1016/j.jnca.2019.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069646490&doi=10.1016%2fj.jnca.2019.07.003&partnerID=40&md5=afd02c0dbcf5c816cf4bc9b24aa5b091",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85069646490
"Abusitta, A., Bellaiche, M., Dagenais, M.","22933740900;25031178700;7102288193;","Multi-cloud cooperative intrusion detection system: trust and fairness assurance",2019,"Annales des Telecommunications/Annals of Telecommunications","74","9-10",,"637","653",,2,"10.1007/s12243-019-00724-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069496933&doi=10.1007%2fs12243-019-00724-8&partnerID=40&md5=1229ada8d6aa94c3c9209f125fc3240f",Article,"Final","",Scopus,2-s2.0-85069496933
"Sabrine, H., Abderrahmane, B., Fouzi, S.","57212110083;57212102674;57196409610;","Comparative study of security methods against DDOS attacks in cloud computing environment",2019,"2019 International Symposium on Networks, Computers and Communications, ISNCC 2019",,,"8909110","","",,,"10.1109/ISNCC.2019.8909110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075926972&doi=10.1109%2fISNCC.2019.8909110&partnerID=40&md5=e3492434cdaf1ccaf905569f2b643df6",Conference Paper,"Final","",Scopus,2-s2.0-85075926972
"Meetei, M.Z.","55248327700;","Modeling and analysis of cloud computing security",2019,"11th IEEE International Conference on Application of Information and Communication Technologies, AICT 2017 - Proceedings",,,"8687060","","",,,"10.1109/ICAICT.2017.8687060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064969007&doi=10.1109%2fICAICT.2017.8687060&partnerID=40&md5=d1623b78c59d468a3166fe89ff68f11a",Conference Paper,"Final","",Scopus,2-s2.0-85064969007
"Kushwah, G.S., Ali, S.T.","57202719765;55973287600;","Distributed denial of service attacks detection in cloud computing using extreme learning machine",2019,"International Journal of Communication Networks and Distributed Systems","23","3",,"328","351",,6,"10.1504/IJCNDS.2019.101915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072181962&doi=10.1504%2fIJCNDS.2019.101915&partnerID=40&md5=2d062ecfdb927d65e8fc2d4c23d50aa4",Article,"Final","",Scopus,2-s2.0-85072181962
"Dong, S., Abbas, K., Jain, R.","36975115800;57191958783;56038963500;","A Survey on Distributed Denial of Service (DDoS) Attacks in SDN and Cloud Computing Environments",2019,"IEEE Access","7",,"8735686","80813","80828",,49,"10.1109/ACCESS.2019.2922196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068979321&doi=10.1109%2fACCESS.2019.2922196&partnerID=40&md5=4fa3f6dea1131280afc2ed1d48863d4c",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85068979321
"Vasanthi, V., Chidambaram, M.","51061844600;57191837707;","LTCHA: Light-weight two-way cryptographic hash algorithm for cloud",2018,"Journal of Engineering Science and Technology","13","12",,"4271","4289",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059614638&partnerID=40&md5=5f6aa4b0fc7908e11e4051e94bdb643d",Article,"Final","",Scopus,2-s2.0-85059614638
"Subba, B., Biswas, S., Karmakar, S.","57191331069;15842810300;22734464300;","A Game Theory Based Multi Layered Intrusion Detection Framework for Wireless Sensor Networks",2018,"International Journal of Wireless Information Networks","25","4",,"399","421",,15,"10.1007/s10776-018-0403-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046039427&doi=10.1007%2fs10776-018-0403-6&partnerID=40&md5=dfcaac0e463bea396c70dfcc9c474fb3",Article,"Final","",Scopus,2-s2.0-85046039427
"Abusitta, A., Bellaiche, M., Dagenais, M.","22933740900;25031178700;7102288193;","An SVM-based framework for detecting DoS attacks in virtualized clouds under changing environment",2018,"Journal of Cloud Computing","7","1","9","","",,23,"10.1186/s13677-018-0109-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045509330&doi=10.1186%2fs13677-018-0109-4&partnerID=40&md5=48d22d51fb907a845d8d247ae055d4e3",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85045509330
"Satoh, A., Nakamura, Y., Nobayashi, D., Ikenaga, T.","55437344000;56393278900;24476552900;55722538000;","Estimating the randomness of domain names for DGA bot callbacks",2018,"IEEE Communications Letters","22","7",,"1378","1381",,3,"10.1109/LCOMM.2018.2828800","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045761161&doi=10.1109%2fLCOMM.2018.2828800&partnerID=40&md5=678feacb72eda3e6e15e01ada40db4c1",Article,"Final","",Scopus,2-s2.0-85045761161
"Abusitta, A., Bellaiche, M., Dagenais, M.","22933740900;25031178700;7102288193;","A trust-based game theoretical model for cooperative intrusion detection in multi-cloud environments",2018,"21st Conference on Innovation in Clouds, Internet and Networks, ICIN 2018",,,,"1","8",,9,"10.1109/ICIN.2018.8401625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050178871&doi=10.1109%2fICIN.2018.8401625&partnerID=40&md5=651cfad158ba252a4f07760df5ade1bf",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85050178871
"Annapoorani, S., Srinivasan, B., Mylavathi, G.A.","57211283577;57203046871;57202996897;","Analysis of various virtual machine attacks in cloud computing",2018,"Proceedings of the 2nd International Conference on Inventive Systems and Control, ICISC 2018",,,,"1016","1019",,3,"10.1109/ICISC.2018.8398955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050134080&doi=10.1109%2fICISC.2018.8398955&partnerID=40&md5=8ae182b184b3857a043b1c278867c1c7",Conference Paper,"Final","",Scopus,2-s2.0-85050134080
"Pallavi, G.B., Jayarekha, P.","57190966767;27368166000;","Secure multi-tenant design for cloud computing environment",2018,"International Journal of Recent Technology and Engineering","8","1",,"25","29",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068484698&partnerID=40&md5=76154bb393d134e4e4c25ef0d9a982fb",Article,"Final","",Scopus,2-s2.0-85068484698
"Singh, G.K., Somani, G.","57209127743;24833340100;","Cross-VM Attacks: Attack Taxonomy, Defense Mechanisms, and New Directions",2018,"Advances in Information Security","72",,,"257","286",,2,"10.1007/978-3-319-97643-3_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055551460&doi=10.1007%2f978-3-319-97643-3_8&partnerID=40&md5=ca3f8a4a9ed7e21d8f5c767ddf53a975",Book Chapter,"Final","",Scopus,2-s2.0-85055551460
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","I Know You Are Watching Me: Stackelberg-Based Adaptive Intrusion Detection Strategy for Insider Attacks in the Cloud",2017,"Proceedings - 2017 IEEE 24th International Conference on Web Services, ICWS 2017",,,"8029829","728","735",,6,"10.1109/ICWS.2017.88","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032337826&doi=10.1109%2fICWS.2017.88&partnerID=40&md5=e0d2aebeca3125e54abf22f4b4584279",Conference Paper,"Final","",Scopus,2-s2.0-85032337826
