Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"S Kanaparthy, M Padala, S Damle, S Gujar","Fair Federated Learning for Heterogeneous Face Data",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2109.02351","https://scholar.google.com/scholar?cites=6690969246821659372&as_sdt=2005&sciodt=0,5&hl=en",9,"2021-12-19 16:33:26","","","","",,,,,1,1.00,0,4,1,"We consider the problem of achieving fair classification in Federated Learning (FL) under data heterogeneity. Most of the approaches proposed for fair classification require diverse data that represent the different demographic groups involved. In contrast, it is common for …","https://arxiv.org/pdf/2109.02351",""
1,"A Barros, D Rosário, E Cerqueira, ...","A strategy to the reduction of communication overhead and overfitting in Federated Learning",2021,"Anais do XXVI …","sol.sbc.org.br","https://sol.sbc.org.br/index.php/wgrs/article/view/17181","https://scholar.google.com/scholar?cites=18227015210945288126&as_sdt=2005&sciodt=0,5&hl=en",10,"2021-12-19 16:33:26","","","","",,,,,1,1.00,0,4,1,"Federated learning (FL) is a framework to train machine learning models using decentralized data, especially unbalanced and non-iid. Adaptive methods can be used to accelerate convergence, reducing the number of rounds of local computation and …","https://sol.sbc.org.br/index.php/wgrs/article/download/17181/17019/",""
1,"K Demertzis","Blockchained federated learning for threat defense",2021,"arXiv preprint arXiv:2102.12746","arxiv.org","https://arxiv.org/abs/2102.12746","https://scholar.google.com/scholar?cites=380169539954131586&as_sdt=2005&sciodt=0,5&hl=en",11,"2021-12-19 16:33:26","","","","",,,,,1,1.00,1,1,1,"Given the increasing complexity of threats in smart cities, the changing environment, and the weakness of traditional security systems, which in most cases fail to detect serious threats such as zero-day attacks, the need for alternative more active and more effective security …","https://arxiv.org/pdf/2102.12746","https://scholar.google.com/scholar?q=related:gsJjry6iRgUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"C Xu, Y Qu, Y Xiang, L Gao","Asynchronous Federated Learning on Heterogeneous Devices: A Survey",2021,"arXiv preprint arXiv:2109.04269","arxiv.org","https://arxiv.org/abs/2109.04269","https://scholar.google.com/scholar?cites=9139334520076643559&as_sdt=2005&sciodt=0,5&hl=en",12,"2021-12-19 16:33:26","","","","",,,,,1,1.00,0,4,1,"Federated learning (FL) is experiencing a fast booming with the wave of distributed machine learning and ever-increasing privacy concerns. In the FL paradigm, global model aggregation is handled by a centralized aggregate server based on local updated gradients …","https://arxiv.org/pdf/2109.04269",""
1,"H Yang, WD Li, KX Hu, YC Liang, YQ Lv","Deep ensemble learning with non-equivalent costs of fault severities for rolling bearing diagnostics",2021,"Journal of Manufacturing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0278612521001953","https://scholar.google.com/scholar?cites=14961032676973477589&as_sdt=2005&sciodt=0,5&hl=en",13,"2021-12-19 16:33:26","","","","",,,,,1,1.00,0,5,1,"Effective fault diagnostics on rolling bearings is vital to ensuring safe and reliable operations of industrial equipment. In recent years, enabled by Machine Learning (ML) algorithms, data-based fault diagnostics approaches have been steadily developed as promising solutions to …","https://www.researchgate.net/profile/W-Li-8/publication/354587318_Deep_Ensemble_Learning_with_Non-equivalent_Costs_of_Fault_Severities_for_Rolling_Bearing_Diagnostics/links/614137da578238365b0b1915/Deep-Ensemble-Learning-with-Non-equivalent-Costs-of-Fault-Severities-for-Rolling-Bearing-Diagnostics.pdf",""
1,"AS Bataineh, J Bentahar, R Mizouni, OA Wahab, ...","Cloud computing as a platform for monetizing data services: A two-sided game business model",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2104.12762","https://scholar.google.com/scholar?cites=1242432404122532176&as_sdt=2005&sciodt=0,5&hl=en",22,"2021-12-19 16:33:26","","","","",,,,,1,1.00,0,5,1,"With the unprecedented reliance on cloud computing as the backbone for storing today's big data, we argue in this paper that the role of the cloud should be reshaped from being a passive virtual market to become an active platform for monetizing the big data through …","https://arxiv.org/pdf/2104.12762","https://scholar.google.com/scholar?q=related:UHkoWbABPhEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"F Ullah, MA Babar","On the scalability of Big Data Cyber Security Analytics systems",2021,"Journal of Network and Computer Applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S1084804521002897","",14,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,2,1,"Abstract Big Data Cyber Security Analytics (BDCA) systems use big data technologies (eg, Apache Spark) to collect, store, and analyse a large volume of security event data for detecting cyber-attacks. The volume of digital data in general and security event data in …","https://arxiv.org/pdf/2112.00853",""
0,"Z Nadir, T Taleb, H Flinck, O Bouachir, ...","Immersive Services over 5G and Beyond Mobile Systems",2021,"IEEE Network","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9599635/","",15,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,5,1,"5G and beyond mobile systems target a plethora of emerging industrial and entertainment verticals that incur extra overhead to the network. These verticals are characterized by vigorous, continuous, and conflicting requirements that make the desired system's mission …","",""
0,"W Saeed, C Omlin","Explainable AI (XAI): A Systematic Meta-Survey of Current Challenges and Future Opportunities",2021,"arXiv preprint arXiv:2111.06420","arxiv.org","https://arxiv.org/abs/2111.06420","",16,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,2,1,"The past decade has seen significant progress in artificial intelligence (AI), which has resulted in algorithms being adopted for resolving a variety of problems. However, this success has been met by increasing model complexity and employing black-box AI models …","https://arxiv.org/pdf/2111.06420",""
0,"O Marnissi, HE Hammouti, EH Bergou","Client Selection in Federated Learning based on Gradients Importance",2021,"arXiv preprint arXiv:2111.11204","arxiv.org","https://arxiv.org/abs/2111.11204","",17,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,3,1,"Federated learning (FL) enables multiple devices to collaboratively learn a global model without sharing their personal data. In real-world applications, the different parties are likely to have heterogeneous data distribution and limited communication bandwidth. In this …","https://arxiv.org/pdf/2111.11204",""
0,"K Demertzis, L Iliadis, E Pimenidis, N Tziritas, ...","Blockchained Adaptive Federated Auto MetaLearning BigData and DevOps CyberSecurity Architecture in Industry 4.0",2021,"… Applications of Neural …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-80568-5_29","",18,"2021-12-19 16:33:26","","10.1007/978-3-030-80568-5_29","","",,,,,0,0.00,0,5,1,"Maximizing the production process in modern industry, as proposed by Industry 4.0, requires extensive use of Cyber-Physical Systems (CbPS). Artificial intelligence technologies, through CbPS, allow monitoring of natural processes, making autonomous, decentralized …","https://www.researchgate.net/profile/Konstantinos-Demertzis/publication/352226101_Blockchained_Adaptive_Federated_Auto_MetaLearning_BigData_and_DevOps_CyberSecurity_Architecture_in_Industry_40/links/60bfb852458515bfdb54d9a6/Blockchained-Adaptive-Federated-Auto-MetaLearning-BigData-and-DevOps-CyberSecurity-Architecture-in-Industry-40.pdf","https://scholar.google.com/scholar?q=related:paybMRyfYO8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"M Padala, S Damle, S Gujar","Federated Learning Meets Fairness and Differential Privacy",2021,"International Conference on Neural …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-92310-5_80","",19,"2021-12-19 16:33:26","","10.1007/978-3-030-92310-5_80","","",,,,,0,0.00,0,3,1,"Deep learning's unprecedented success raises several ethical concerns ranging from biased predictions to data privacy. Researchers tackle these issues by introducing fairness metrics, or federated learning, or differential privacy. A first, this work presents an ethical …","https://arxiv.org/pdf/2108.09932",""
0,"MA Ferrag, O Friha, L Maglaras, H Janicke, ...","Federated Deep Learning for Cyber Security in the Internet of Things: Concepts, Applications, and Experimental Analysis",2021,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9562531/","",20,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,5,1,"In this article, we present a comprehensive study with an experimental analysis of federated deep learning approaches for cyber security in the Internet of Things (IoT) applications. Specifically, we first provide a review of the federated learning-based security and privacy …","https://ieeexplore.ieee.org/iel7/6287639/9312710/09562531.pdf",""
0,"OA Wahab, A Mustafa, ABA Bamatakina","Trends, Politics, Sentiments, and Misinformation: Understanding People's Reactions to COVID-19 During its Early Stages",2021,"arXiv preprint arXiv:2106.13385","arxiv.org","https://arxiv.org/abs/2106.13385","",21,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,3,1,"The sudden outbreak of COVID-19 resulted in large volumes of data shared on different social media platforms. Analyzing and visualizing these data is doubtlessly essential to having a deep understanding of the pandemic's impacts on people's lives and their …","https://arxiv.org/pdf/2106.13385",""
0,"G Rjoub, OA Wahab, J Bentahar, ...","Improving Autonomous Vehicles Safety in Snow Weather Using Federated YOLO CNN Learning",2021,"… Conference on Mobile …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-83164-6_10","",23,"2021-12-19 16:33:26","","10.1007/978-3-030-83164-6_10","","",,,,,0,0.00,0,4,1,"Accurate object detection (eg, buildings, vehicles, road signs and pedestrians) is essential to the success of the idea of autonomous and self-driving cars. Various object detection techniques have been proposed to enable Autonomous Vehicles (AVs) to achieve reliable …","https://www.researchgate.net/profile/Gaith-Rjoub/publication/353793376_Improving_Autonomous_Vehicles_Safety_in_Snow_Weather_Using_Federated_YOLO_CNN_Learning/links/6119a91e1ca20f6f86256e9f/Improving-Autonomous-Vehicles-Safety-in-Snow-Weather-Using-Federated-YOLO-CNN-Learning.pdf",""
0,"M Al-Quraan, L Mohjazi, L Bariah, A Centeno, ...","Edge-Native Intelligence for 6G Communications Driven by Federated Learning: A Survey of Trends and Challenges",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2111.07392","",24,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,5,1,"The unprecedented surge of data volume in wireless networks empowered with artificial intelligence (AI) opens up new horizons for providing ubiquitous data-driven intelligent services. Traditional cloud-centric machine learning (ML)-based services are implemented …","https://arxiv.org/pdf/2111.07392",""
0,"S Zarandi","Resource Allocation in Multi-access Edge Computing (MEC) Systems: Optimization and Machine Learning Algorithms",2021,"","yorkspace.library.yorku.ca","https://yorkspace.library.yorku.ca/xmlui/handle/10315/38502","",25,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,1,1,"With the rapid proliferation of diverse wireless applications, the next generation of wireless networks are required to meet diverse quality of service (QoS) in various applications. The existing one-size-fits-all resource allocation algorithms will not be able to sustain the sheer …","https://yorkspace.library.yorku.ca/xmlui/bitstream/handle/10315/38502/Zarandi_Sheyda_2021_Masters.pdf?sequence=2&isAllowed=y",""
0,"M Tian, Y Chen, Y Liu, Z Xiong, C Leung, ...","A Contract Theory based Incentive Mechanism for Federated Learning",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2108.05568","",26,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,6,1,"Federated learning (FL) serves as a data privacy-preserved machine learning paradigm, and realizes the collaborative model trained by distributed clients. To accomplish an FL task, the task publisher needs to pay financial incentives to the FL server and FL server offloads …","https://arxiv.org/pdf/2108.05568",""
0,"Z Li, J Xu, Y Xie, J Jiang, Y Zhu, ...","Integration of Blockchain and Machine Learning for Microgrids",2021,"2021 IEEE 6th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9449300/","",27,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,6,1,"Recently, the emerging applications of ubiquitous renewable energy has driven the increasing research on microgrids where distributed green energy sources, eg, solar and wind power, are deployed. The microgrid integrating distributed renewable energy …","","https://scholar.google.com/scholar?q=related:3TwEfNhEprYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"SI Popoola, G Gui, B Adebisi, ...","Federated Deep Learning for Collaborative Intrusion Detection in Heterogeneous Networks",2021,"2021 IEEE 94th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9625505/","",28,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,4,1,"In this paper, we propose Federated Deep Learning (FDL) for intrusion detection in heterogeneous networks. Local Deep Neural Network (DNN) models are used to learn the hierarchical representations of the private network traffic data in multiple edge nodes. A …","",""
0,"CT Thanh","A Survey of Machine Learning Techniques for IoT Security",2021,"International Conference on Future Data and Security …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-8062-5_9","",29,"2021-12-19 16:33:26","","10.1007/978-981-16-8062-5_9","","",,,,,0,0.00,0,1,1,"Abstract The Internet of Things (IoT) has begun to reform and alter our lives due to its rapid expansion. The internet-connected deployment of a significant number of things has opened the vision of the smart world around us, opening the way for automation and massive data …","",""
0,"JS Resende, L Magalhães, A Brandão, R Martins, ...","Towards a Modular On-Premise Approach for Data Sharing",2021,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/21/17/5805","",30,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,5,1,"The growing demand for everyday data insights drives the pursuit of more sophisticated infrastructures and artificial intelligence algorithms. When combined with the growing number of interconnected devices, this originates concerns about scalability and privacy …","https://www.mdpi.com/1424-8220/21/17/5805/pdf",""
0,"A Seyfollahi, A Ghaffari","A Review of Intrusion Detection Systems in RPL Routing Protocol Based on Machine Learning for Internet of Things Applications",2021,"Wireless Communications and Mobile …","hindawi.com","https://www.hindawi.com/journals/wcmc/2021/8414503/","",31,"2021-12-19 16:33:26","HTML","","","",,,,,0,0.00,0,2,1,"IPv6 routing protocol for low-power and lossy networks (RPL) has been developed as a routing agent in low-power and lossy networks (LLN), where nodes' resource constraint nature is challenging. This protocol operates at the network layer and can create routing and …","https://www.hindawi.com/journals/wcmc/2021/8414503/",""
0,"MAA Khan, M Ali-Emran, A Kabir, MH Ali, ...","Sentiment Analysis through Machine Learning",2021,"Journal of Southwest …","jsju.org","http://jsju.org/index.php/journal/article/view/912","",32,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,5,1,"Abstract In recent years, App-Based Transportation System (ABTS) like Ride Sharing (Uber, Patho) has become popular day by day. For our daily life, a rickshaw (a 3-wheeled vehicle usually for one or two passengers that one man pulls) is most important for a short distance …","http://jsju.org/index.php/journal/article/viewFile/912/904",""
0,"D Shome, O Waqar, WU Khan","Federated learning and next generation wireless communications: A survey on bidirectional relationship",2021,"arXiv preprint arXiv:2110.07649","arxiv.org","https://arxiv.org/abs/2110.07649","",33,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,3,1,"In order to meet the extremely heterogeneous requirements of the next generation wireless communication networks, research community is increasingly dependent on using machine learning solutions for real-time decision-making and radio resource management …","https://arxiv.org/pdf/2110.07649",""
0,"D Rahbari, MM Alam, Y Le Moullec, M Jenihhin","Fast and Fair Computation Offloading Management in a Swarm of Drones Using a Rating-Based Federated Learning Approach",2021,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9511474/","",34,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,4,1,"Today, unmanned aerial vehicles (UAVs) or drones are increasingly used to enable and support multi-access edge computing (MEC). However, transferring data between nodes in such dynamic networks implies considerable latency and energy consumption, which are …","https://ieeexplore.ieee.org/iel7/6287639/9312710/09511474.pdf",""
0,"FJ Martín-Vega, JC Ruiz-Sicilia, MC Aguayo, ...","Emerging Tools for Link Adaptation on 5G NR and Beyond: Challenges and Opportunities",2021,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9534770/","",35,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,4,1,"With the speeding up of the fifth generation (5G) new radio (NR) worldwide commercialization, one of the paramount questions for operators and vendors is how to optimize the radio links, considering the widely diverse scenarios envisioned. One of the key …","https://ieeexplore.ieee.org/iel7/6287639/9312710/09534770.pdf",""
0,"J Lu, H Liu, Z Zhang, J Wang, ...","Towards Fairness-Aware Time-Sensitive Asynchronous Federated Learning for Critical Energy Infrastructure",2021,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9560090/","",36,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,5,1,"Critical energy infrastructure (CEI) systems are vital to underpin the national economy and social development, but vulnerable to cyber attack and data privacy leakage when distributed machine learning technologies are deployed on them. Although federated …","",""
0,"Z Chen, D Li, J Zhu, S Zhang","DACFL: Dynamic Average Consensus Based Federated Learning in Decentralized Topology",2021,"arXiv preprint arXiv:2111.05505","arxiv.org","https://arxiv.org/abs/2111.05505","",37,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,4,1,"Federated learning (FL) is a burgeoning distributed machine learning framework where a central parameter server (PS) coordinates many local users to train a globally consistent model. Conventional federated learning inevitably relies on a centralized topology with a …","https://arxiv.org/pdf/2111.05505",""
0,"S Naser, L Bariah, S Muhaidat, M Al-Qutayri, ...","Towards Federated Learning-Enabled Visible Light Communication in 6G Systems",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2110.03319","",38,"2021-12-19 16:33:26","","","","",,,,,0,0.00,0,5,1,"Visible light communication (VLC) technology was introduced as a key enabler for the next generation of wireless networks, mainly thanks to its simple and low-cost implementation. However, several challenges prohibit the realization of the full potentials of VLC, namely …","https://arxiv.org/pdf/2110.03319","https://scholar.google.com/scholar?q=related:_M2H4_Yxys0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"B Yu, W Mao, Y Lv, C Zhang, Y Xie","A survey on federated learning in data mining",,"Wiley Interdisciplinary Reviews …","Wiley Online Library","https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/widm.1443","",41,"2021-12-19 16:33:26","","10.1002/widm.1443","","",,,,,0,0.00,0,5,,"Data mining is a process to extract unknown, hidden, and potentially useful information from data. But the problem of data island makes it arduous for people to collect and analyze scattered data, and there is also a privacy security issue when mining data. A collaboratively …","",""
