Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"E Santus, N Marino, D Cirillo, E Chersoni, ...","Artificial Intelligence–Aided Precision Medicine for COVID-19: Strategic Areas of Research and Development",2021,"Journal of Medical …","jmir.org","https://www.jmir.org/2021/3/e22453","https://scholar.google.com/scholar?cites=9975329760150423244&as_sdt=2005&sciodt=0,5&hl=en",25,"2021-12-19 00:41:42","HTML","","","",,,,,3,3.00,1,5,1,"Artificial intelligence (AI) technologies can play a key role in preventing, detecting, and monitoring epidemics. In this paper, we provide an overview of the recently published literature on the COVID-19 pandemic in four strategic areas:(1) triage, diagnosis, and risk …","https://www.jmir.org/2021/3/e22453","https://scholar.google.com/scholar?q=related:zAYmt5B9b4oJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
2,"S Mihaylova, I Borisova, D Chemishanov, ...","DIPS at CheckThat! 2021: verified claim retrieval",2021,"Faggioli et al.[33 …","ceur-ws.org","http://ceur-ws.org/Vol-2936/paper-45.pdf","https://scholar.google.com/scholar?cites=14484996129172261311&as_sdt=2005&sciodt=0,5&hl=en",9,"2021-12-19 00:41:42","PDF","","","",,,,,2,2.00,1,4,1,"This paper outlines the approach of team DIPS towards solving the CheckThat! 2021 Lab Task 2–a semantic textual similarity problem for retrieving previously fact-checked claims. The task is divided into two subtasks, where the goal is to rank a set of already fact-checked …","http://ceur-ws.org/Vol-2936/paper-45.pdf",""
2,"P Nakov, F Alam, S Shaar, GDS Martino, ...","A second pandemic? Analysis of fake news about COVID-19 vaccines in Qatar",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2109.11372","https://scholar.google.com/scholar?cites=5440167414213826943&as_sdt=2005&sciodt=0,5&hl=en",10,"2021-12-19 00:41:42","","","","",,,,,2,2.00,0,5,1,"While COVID-19 vaccines are finally becoming widely available, a second pandemic that revolves around the circulation of anti-vaxxer fake news may hinder efforts to recover from the first one. With this in mind, we performed an extensive analysis of Arabic and English …","https://arxiv.org/pdf/2109.11372",""
2,"P Nakov, F Alam, S Shaar, ...","COVID-19 in Bulgarian social media: Factuality, harmfulness, propaganda, and framing",2021,"Proceedings of the …","aclanthology.org","https://aclanthology.org/2021.ranlp-1.113/","https://scholar.google.com/scholar?cites=13631849750909768984&as_sdt=2005&sciodt=0,5&hl=en",11,"2021-12-19 00:41:42","HTML","","","",,,,,2,2.00,1,4,1,"With the emergence of the COVID-19 pandemic, the political and the medical aspects of disinformation merged as the problem got elevated to a whole new level to become the first global infodemic. Fighting this infodemic is currently ranked very high on the list of priorities …","https://aclanthology.org/2021.ranlp-1.113/",""
2,"P Nakov","Can We Spot the"" Fake News"" Before It Was Even Written?",2020,"arXiv preprint arXiv:2008.04374","arxiv.org","https://arxiv.org/abs/2008.04374","https://scholar.google.com/scholar?cites=15389815550759443853&as_sdt=2005&sciodt=0,5&hl=en",14,"2021-12-19 00:41:42","","","","",,,,,2,2.00,2,1,1,"Given the recent proliferation of disinformation online, there has been also growing research interest in automatically debunking rumors, false claims, and"" fake news."" A number of fact-checking initiatives have been launched so far, both manual and automatic, but the whole …","https://arxiv.org/pdf/2008.04374","https://scholar.google.com/scholar?q=related:jZ3MZbSbk9UJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
2,"G Tziafas, K Kogkalidis, T Caselli","Fighting the COVID-19 infodemic with a holistic BERT ensemble",2021,"arXiv preprint arXiv:2104.05745","arxiv.org","https://arxiv.org/abs/2104.05745","https://scholar.google.com/scholar?cites=17415078411966290169&as_sdt=2005&sciodt=0,5&hl=en",17,"2021-12-19 00:41:42","","","","",,,,,2,2.00,1,3,1,"This paper describes the TOKOFOU system, an ensemble model for misinformation detection tasks based on six different transformer-based pre-trained encoders, implemented in the context of the COVID-19 Infodemic Shared Task for English. We fine tune each model …","https://arxiv.org/pdf/2104.05745","https://scholar.google.com/scholar?q=related:-RjT8IvJrvEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"S Connor, TM Khoshgoftaar, F Borko","Deep Learning applications for COVID-19",2021,"Journal of Big Data","search.proquest.com","https://search.proquest.com/openview/4e2e7e604288cd8eb19cc071ad02457c/1?pq-origsite=gscholar&cbl=2046140","https://scholar.google.com/scholar?cites=10295113703340875823&as_sdt=2005&sciodt=0,5&hl=en",13,"2021-12-19 00:41:42","","","","",,,,,1,1.00,0,3,1,"This survey explores how Deep Learning has battled the COVID-19 pandemic and provides directions for future research on COVID-19. We cover Deep Learning applications in Natural Language Processing, Computer Vision, Life Sciences, and Epidemiology. We describe …","","https://scholar.google.com/scholar?q=related:L6DjCV6X344J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"N Lee, BZ Li, S Wang, P Fung, H Ma, W Yih, ...","On Unifying Misinformation Detection",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2104.05243","https://scholar.google.com/scholar?cites=10052021554141205631&as_sdt=2005&sciodt=0,5&hl=en",15,"2021-12-19 00:41:42","","","","",,,,,1,1.00,0,7,1,"In this paper, we introduce UnifiedM2, a general-purpose misinformation model that jointly models multiple domains of misinformation with a single, unified setup. The model is trained to handle four tasks: detecting news bias, clickbait, fake news, and verifying rumors. By …","https://arxiv.org/pdf/2104.05243","https://scholar.google.com/scholar?q=related:fxQoeVj0f4sJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"P Nakov, G Da San Martino","Fake News, Disinformation, Propaganda, Media Bias, and Flattening the Curve of the COVID-19 Infodemic",2021,"Proceedings of the 27th ACM SIGKDD …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3447548.3470790","https://scholar.google.com/scholar?cites=2319556137504080020&as_sdt=2005&sciodt=0,5&hl=en",16,"2021-12-19 00:41:42","","10.1145/3447548.3470790","","",,,,,1,1.00,1,2,1,"The rise of social media has democratized content creation and has made it easy for anybody to share and to spread information online. On the positive side, this has given rise to citizen journalism, thus enabling much faster dissemination of information compared to …","",""
1,"Z Jin, G Chauhan, B Tse, M Sachan, ...","How Good Is NLP? A Sober Look at NLP Tasks through the Lens of Social Impact",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2106.02359","https://scholar.google.com/scholar?cites=16059556779599126468&as_sdt=2005&sciodt=0,5&hl=en",26,"2021-12-19 00:41:42","","","","",,,,,1,1.00,0,5,1,"Recent years have seen many breakthroughs in natural language processing (NLP), transitioning it from a mostly theoretical field to one with many real-world applications. Noting the rising number of applications of other machine learning and AI techniques with …","https://arxiv.org/pdf/2106.02359","https://scholar.google.com/scholar?q=related:xN84ys0B394J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"D Dementieva, A Panchenko","Cross-lingual Evidence Improves Monolingual Fake News Detection",2021,"… of the 59th Annual Meeting of the …","aclanthology.org","https://aclanthology.org/2021.acl-srw.32/","",18,"2021-12-19 00:41:42","HTML","","","",,,,,0,0.00,0,2,1,"Misleading information spreads on the Internet at an incredible speed, which can lead to irreparable consequences in some cases. Therefore, it is becoming essential to develop fake news detection technologies. While substantial work has been done in this direction …","https://aclanthology.org/2021.acl-srw.32/",""
0,"AU Hussna, II Trisha, MS Karim, ...","COVID-19 Fake News Prediction On Social Media Data",2021,"2021 IEEE Region 10 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9550957/","",19,"2021-12-19 00:41:42","","","","",,,,,0,0.00,0,4,1,"It is, to tell the truth, that the COVID-19 pandemic has put the whole world in a tough time, and sensitive information concerning COVID-19 has grown tremendously online. Most importantly, the gradual spread of fake news and misleading information during these hard …","",""
0,"S Rizvi","Misinformation Retrieval",2021,"","uwspace.uwaterloo.ca","https://uwspace.uwaterloo.ca/handle/10012/17609","",20,"2021-12-19 00:41:42","","","","",,,,,0,0.00,0,1,1,"This work introduces the task of misinformation retrieval, identifying all documents containing misinformation for a given topic, and proposes a pipeline for misinformation retrieval on tweets. As part of the work, I curated 50 COVID-19 misinformation topics used in …","https://uwspace.uwaterloo.ca/bitstream/handle/10012/17609/Rizvi_Saira.pdf?sequence=3",""
0,"S Liu","How In-US Chinese College Students Consume COVID-19 Information on Social Media: Examining the Relationship between Media Credibility and Media …",2021,"","search.proquest.com","https://search.proquest.com/openview/1035e3f08882f4e9fa86c9f677dac9b9/1?pq-origsite=gscholar&cbl=18750&diss=y","",22,"2021-12-19 00:41:42","","","","",,,,,0,0.00,0,1,1,"Abstract In the 2019/2020 academic year, around 370,000 Chinese students studied at US colleges and universities. During the COVID-19 pandemic, social media serve as an important channel for in-US Chinese college students to learn about the pandemic-related …","","https://scholar.google.com/scholar?q=related:qgXgdKOu_m0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"E Shushkevich, M Alexandrov, J Cardiff","Covid-19 Fake News Detection: A Survey",2021,"Computación y Sistemas","cys.cic.ipn.mx","https://www.cys.cic.ipn.mx/ojs/index.php/CyS/article/view/4089","",23,"2021-12-19 00:41:42","","","","",,,,,0,0.00,0,3,1,"The increase of fake news in social media, especially about Covid-19, poses a real threat to the mental and physical health of people. It is an important task to detect such news and to stop it spreading. In this article we describe the main approaches for fake news about Covid …","https://www.cys.cic.ipn.mx/ojs/index.php/CyS/article/download/4089/3302",""
0,"AR Ullah, A Das, A Das, MA Kabir, K Shu","A Survey of COVID-19 Misinformation: Datasets, Detection Techniques and Open Issues",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2110.00737","",24,"2021-12-19 00:41:42","","","","",,,,,0,0.00,0,5,1,"Misinformation during pandemic situations like COVID-19 is growing rapidly on social media and other platforms. This expeditious growth of misinformation creates adverse effects on the people living in the society. Researchers are trying their best to mitigate this problem …","https://arxiv.org/pdf/2110.00737",""
0,"T Murayama","Dataset of Fake News Detection and Fact Verification: A Survey",2021,"arXiv preprint arXiv:2111.03299","arxiv.org","https://arxiv.org/abs/2111.03299","",27,"2021-12-19 00:41:42","","","","",,,,,0,0.00,0,1,1,"The rapid increase in fake news, which causes significant damage to society, triggers many fake news related studies, including the development of fake news detection and fact verification techniques. The resources for these studies are mainly available as public …","https://arxiv.org/pdf/2111.03299",""
0,"AMK Shehata","The Problem of Misinformation and Fake News",2022,"Mass Communications and the Influence of …","igi-global.com","https://www.igi-global.com/chapter/the-problem-of-misinformation-and-fake-news/293337","",28,"2021-12-19 00:41:42","","","","",,,,,0,0.00,0,1,1,"People seek information as a part of their daily routine. However, seeking information should be associated with a degree of caution. Not all information published in traditional and online media is credible and can be trusted, as many information outlets do not filter the …","",""
0,"P Nakov, G Da San Martino","Fake News, Disinformation, Propaganda, and Media Bias",2021,"Proceedings of the 30th ACM International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3459637.3482026","",29,"2021-12-19 00:41:42","","10.1145/3459637.3482026","","",,,,,0,0.00,0,2,1,"The rise of Internet and social media changed not only how we consume information, but it also democratized the process of content creation and dissemination, thus making it easily available to anybody. Despite the hugely positive impact, this situation has the downside …","",""
